cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23
38,0.000308190076132587,0.0002302502227078270,0.00018554507967862500,2.78471474540185E-05,8.24010537367694E-05,0.00026535617453083800,0.00077225466264348,0.0021140326510279700,0.0047576300936971500,0.0036862769506226100,0.004139049495009370,0.005067396423147240,0.0042538828628111900,0.004251210114837610,0.00341256347034653,0.0035408465083076600,0.0037044885351009900,0.004521036383321730,0.004057004971761720,0.004326521262096070,0.0030707963529961700,0.0022490551853587400,0.0015475781309204000,0.0008460439515388920
39,0.0003897110236550770,0.00017428136026935800,0.000295619247698506,5.44299356390694E-05,9.77002889788748E-05,0.0003929160128373810,0.0009794093100061720,0.0026137007408732300,0.00501672047482473,0.004118265515788100,0.002525252179703990,0.0023551635794664500,0.0029001720475098100,0.003924038521835420,0.002177858725114760,0.003835804968971950,0.004171147692120230,0.004241889239531350,0.00424757040094214,0.006060686304145270,0.0048600300813326600,0.0035053648756728600,0.003572905287571930,0.0010870265731315500
40,0.000983057519174743,0.00017241013443568300,0.00024459946301483500,0.00023340772122229300,0.0002992475675918150,0.0004887304243661910,0.0014246326002594500,0.0019735347371516900,0.004492830636514800,0.004254257306068050,0.003880130246565520,0.004501118672496910,0.004247104888629860,0.004819780107941210,0.00371276493686597,0.004149253910919870,0.004173975211921660,0.004249064538275300,0.0058233146951028400,0.011493258200674600,0.010713450295925400,0.007494192521819510,0.006766438121577400,0.003307832371245980
154,0.0004784251822554770,9.3938161744139E-05,0.00033797949943997500,0.0,0.0,0.0003943423964864590,0.0015104260761617400,0.005128708053446300,0.008888210606758800,0.007932068840867080,0.003962820882932740,0.0036610158311153900,0.004962701554052470,0.0062654089665299800,0.003500678151653980,0.007089114186378490,0.008123768488045830,0.007031548355095910,0.006861586200805000,0.007956459741516000,0.005314689224242680,0.004813949538725840,0.004324086918724550,0.0007774285999227720
155,0.0006420222299575780,0.00023117797540013200,0.00043954646863410100,9.62683637198963E-05,0.0001732830546958130,0.0007089558970013070,0.0017167180278681700,0.003819194723732900,0.007896635461849460,0.0061796237660909800,0.0037349424537934500,0.0035224762899017600,0.004277271008695100,0.005581884694041980,0.002904081556404600,0.005809325325706250,0.006631149489565650,0.006129812619672440,0.006791446364146340,0.010428187019397800,0.008625381818051330,0.006473704512324540,0.006255866860808010,0.002018591834635480
156,0.000608754253232216,0.0002360778956011170,0.00040726080451091800,0.00016146311352456800,0.0002907434778043510,0.0007044145390464990,0.0016055538222142700,0.0019186162323267800,0.005088576981858580,0.004003038689913930,0.002795787263709860,0.002510808455469050,0.0025583587973279400,0.003975279595250780,0.002039174545380150,0.003599104708525650,0.0033558042374759000,0.0036174063692871000,0.005404635582216850,0.010671245664432300,0.00946145383987117,0.006825815980298360,0.00646047354551234,0.0028204049091310600
157,0.0012752709075336900,0.00022910284325006700,0.0005492366295197910,0.00036743262417609400,0.0006618361471966130,0.0011332196455900900,0.0027223911450311600,0.0019590878135769100,0.006464833605915310,0.004722893788900190,0.00402625849240366,0.0038633695773250700,0.0032980577216742200,0.005191375032178860,0.0026635819799211300,0.004576985585465050,0.004030049258703830,0.0044715493509627400,0.008971712219580180,0.02071768228804000,0.019296083335427600,0.013367850474187600,0.012774777448645400,0.00577331247093636
158,0.00027914438890416500,0.00010575244953359500,3.47382062675654E-05,5.93072249440862E-05,6.96852220109166E-05,0.00010355695100092700,0.0003473257349639620,0.0011412102103587100,0.0023870405584198000,0.0029007600376660500,0.0030381926039684400,0.0032826976326061400,0.0033651365019190100,0.003903529052352340,0.003978973864373730,0.0030627453696066600,0.0036854982376182300,0.003962168721434470,0.003105153361759790,0.0036812157164808000,0.00333728258480468,0.0018166857128030300,0.001561203859810300,0.0007525148667782390
159,0.00018582052761651100,9.20082770488445E-05,3.0595826521094E-06,2.79816015624636E-05,3.64607328747623E-05,0.00013093869734745400,0.00032965303801593700,0.0007127063539519640,0.0015090784898171400,0.00146561015813749,0.002011454114803370,0.001484067460634030,0.0018020565430627300,0.00217477163448554,0.001910747543058470,0.0017280818721258800,0.0020430474861454800,0.0025195511104307600,0.001627343042551400,0.0020890982243998900,0.001721577709575480,0.0011871836063528900,0.0011337615515491600,0.0004277680143518600
160,7.05678589884056E-05,5.95636024175591E-05,7.6797529586714E-06,1.87344884695606E-08,1.57774412093334E-05,1.80081239385396E-05,0.00010526718153501200,0.00021108230685138100,0.0005828578002334860,0.0006946292002079140,0.0009279520663563320,0.0007313232920345730,0.000738541240641791,0.0006597166120921870,0.0006630036440599100,0.0007044798976352800,0.0007990010430359830,0.000831667016681423,0.0005146406196373980,0.0006442303352471440,0.0005901230480507190,0.0005154813582644600,0.00032067165999115900,0.0001500899353815310
271,0.0006557252816088990,2.46931687125817E-05,0.0002996529172784830,8.99039557349833E-05,0.0001671823705499630,0.00041063013966429000,0.001694680894340630,0.003921128499666290,0.007314025940686230,0.00664652558557657,0.003556501412617230,0.003409240489545910,0.0042113001761931800,0.005336994997487780,0.003108542045414100,0.005943692448338570,0.006411879324415910,0.005642650596738600,0.006972086211536320,0.01073478566118210,0.008428106930426600,0.00673364301515906,0.006014992352548690,0.001950053137568480
272,0.002584131749183550,0.0003171176281922950,0.0009680187925701840,0.000737817764009345,0.001328071975216820,0.0021453930875347300,0.005538990765049880,0.003924707375650870,0.012945103282670000,0.00891399548969859,0.007120243753082930,0.007017572953796620,0.005762545926763930,0.009336245078408390,0.00491413914677715,0.009461084652913170,0.008394003697143940,0.00883824590771875,0.018429185011824800,0.041931118595335200,0.03886942394029310,0.027266440082880300,0.025939092010053200,0.011497462341149900
273,0.0010443574321492000,0.00026233612085673600,0.00045074334528412800,0.0003071639506321170,0.0005528951111378110,0.0009884574221581,0.0028366109612772300,0.0019151191093808800,0.0067039917906855900,0.004689042898603050,0.0031684214162530200,0.0029239446376759700,0.0023917633409373300,0.004393853181908050,0.003057149888581690,0.005143355989022780,0.0038416733437863800,0.00412258407993894,0.008729141285699290,0.01852945618343160,0.016394506799817400,0.01237707464551840,0.011223256413085700,0.005402322385339310
274,0.0016812146672798400,0.00012946720987280700,0.0005421920431956990,0.0004895197372410740,0.0008845781878941640,0.0012363244414548600,0.0037403183112661700,0.0023537089258583300,0.007936130403816560,0.005829683445998720,0.0043288979432169300,0.004219567540851750,0.003270736208066800,0.00568677105728512,0.0034963675478932000,0.006250040301407200,0.004830476137601800,0.005153995446510790,0.012176214489370400,0.027827286366158500,0.02535674922589850,0.018246399178171500,0.016980461277284000,0.007815001926440770
275,0.0006968200596240820,0.0001241018745774720,0.0001700642981442860,0.0001784528991286310,0.00027698874196389700,0.00045215848689923600,0.0012189223005945600,0.0011241520205351200,0.0031393799830283400,0.0026038713426077800,0.0024998221942840900,0.0020831712928440000,0.0021058314291812600,0.002983408358974410,0.0018315286278039900,0.002924402708227540,0.002596548670058520,0.002883976589444330,0.004691148179294650,0.00974536625421931,0.008885756133193380,0.006139631913948150,0.005603894759471740,0.0026429612388502100
276,0.00015587533254581100,7.83362525917432E-05,5.5255560324296E-06,2.51096191803654E-05,9.94600085837332E-06,7.20135239216384E-05,0.0001299685407277710,0.00034840063040571200,0.0007462233265344790,0.0007252262136112470,0.0009428611306515120,0.0005925582164016400,0.00083499481405346,0.0009310128459489780,0.0005856196105939130,0.0008841089412077050,0.0009221719562970910,0.0011017438582479700,0.0009537309472163180,0.0011283385178410900,0.001001993249301590,0.0006142978495312510,0.00037597375813656400,0.00029278247908130900
277,3.51804185848404E-05,3.13219184141268E-05,0.0,2.85295466541035E-05,1.17048764221863E-06,5.93762367375939E-06,6.28582105965058E-05,0.0001347563154621790,0.0010646791370530400,0.0014157607669010200,0.0014466328223856300,0.001482443327448220,0.0016204031777214600,0.0014380936140409400,0.001385558318408110,0.0014263668839373600,0.0011623640013042400,0.0015043652383059900,0.001082408962578970,0.0008176393059722550,0.0007739808532749720,0.00030436190547094300,0.0002443462222240310,0.00015321695992575100
278,0.0009480675765908620,0.00036713406364805000,0.00015047227291009200,0.00013508036258934300,0.00015340237757944300,0.00016539682407398400,0.000647836756746358,0.00201694536029998,0.004990515159871920,0.005142969188602530,0.00552752823218982,0.006393149011086190,0.005872333786734670,0.005502902670410100,0.006053394123004980,0.005200833152509060,0.005461058230541430,0.006184285222707890,0.004786863702633680,0.005742993288351690,0.005552949776531470,0.00356421508521386,0.002317769056107580,0.0013467942850911700
285,0.00017632029003281200,8.54429282223569E-05,2.31115833564691E-06,5.33782308626998E-06,1.05888288096515E-05,9.5272276435247E-05,0.00018230184146041700,0.000518126495210103,0.0011313353453813500,0.0009065998085753570,0.001611990176015490,0.0013472364704754400,0.0014670122704035000,0.001310375676399110,0.0014106838819336600,0.0021496458868065100,0.001558288531614190,0.001213827320101040,0.0010785227263857400,0.0012330802455216900,0.00117476002156928,0.001337283562074400,0.0009617101316204730,0.00039706570098962500
286,0.0008615387915733290,0.00020676972152321400,8.57325537371092E-05,6.86108219917375E-05,9.34664179387695E-05,0.00020510424999125500,0.000680082796029254,0.0019215968090997100,0.004317566216563790,0.00399099537109027,0.005173482877184140,0.005210292193157850,0.005538619625514,0.005365041188379130,0.005704646784593240,0.005616657859481450,0.005528995176169140,0.0063265039313377,0.005250800219727100,0.004937225247801060,0.004484769007452210,0.0038585109628734400,0.003264350783980060,0.0013285209172342300
288,6.55743425682645E-08,0.0,3.2787171284143E-08,4.99567734192473E-07,5.39682499826518E-08,0.0,1.61311978432647E-06,8.30934936733557E-06,2.36268161113525E-05,1.86181786058602E-05,2.91283961326908E-05,2.69912874945815E-05,2.67366079917837E-05,1.73663947411501E-05,2.14946171987548E-05,2.99570445141439E-05,2.77652905905609E-05,2.77013859326125E-05,1.24014734640366E-05,2.30209815618145E-05,1.59300258402491E-05,1.2395886703034E-05,9.84340274659802E-06,1.75263452115677E-06
289,0.0003583509410241220,5.57674755555692E-05,2.3275734960499E-05,4.34092314491535E-05,5.18085166083453E-05,0.00011567020838848900,0.00033466266408159200,0.0011977620307018000,0.003442516686949640,0.0026782608953657200,0.0035366735549470800,0.0035911083946176500,0.003666748526406910,0.003037849317948470,0.0030740116345475900,0.00359592973487987,0.00378704137458908,0.0036727239260348000,0.002392785549641070,0.0036080871040888300,0.002585929417183990,0.0018738861531749200,0.0016781959785727600,0.0007765263594795270
388,0.0006214865323801870,6.76685156741632E-05,0.00020852590200195600,0.00016586845848480000,0.0003142793035494840,0.00040010831958708800,0.0014561831037433400,0.00109860430240879,0.0033870225510343800,0.0026702696220764300,0.0018685770145611200,0.001889277667830910,0.0018281990525904700,0.002470444478208330,0.0018817629495126600,0.002714817234445520,0.0021845839693623100,0.002365634092044370,0.00479899865039779,0.010117388288551500,0.009045197743321630,0.00653001143824506,0.005923832611529890,0.002817282459117370
389,0.002408800894683880,0.00024523625781894700,0.0008366368673579790,0.0007034387731888600,0.0012718928136872000,0.0018914088552261400,0.00521186328012117,0.003135765092238110,0.011234185469949600,0.007809445302457470,0.00623849149422888,0.006204405295728660,0.004881286440038340,0.008092611104105300,0.004628394157055410,0.008422884438004960,0.00690552083550749,0.007458115741629060,0.017030955091187800,0.03937901366682260,0.03643540044389980,0.025710534451522000,0.024205082822314300,0.011028351847808700
390,0.0009511564669838060,0.00040191609948167500,0.0004535599111546160,0.0002675349866633930,0.00048675516503514100,0.0010091650981800500,0.0028792479529793100,0.002569900951887340,0.008260931287285240,0.005886913143828870,0.004929934000223870,0.005652486760882560,0.003671509246240040,0.005824236569894820,0.004461596082741800,0.006349551193420710,0.00492782016403987,0.005836856321200750,0.009513707628402980,0.017289360983151900,0.014525225551166800,0.011641533055522700,0.009797556286609150,0.005086877586502260
391,0.001091076914859400,0.00014405734569755600,0.00037056466961043200,0.0003046929882298900,0.0006051772461927900,0.0007906851668812820,0.002699206938388540,0.0019496329854848000,0.006109222382800580,0.004649630187885690,0.003156128518588660,0.0031330409819482100,0.002715468986959840,0.004336032958669700,0.003318845178240820,0.00505094289799813,0.003720812464276080,0.004074098957927240,0.008703288191835560,0.018645573177634000,0.016481558782764600,0.012117519803878500,0.010985637868281500,0.005210123817986060
392,0.000633841484172178,0.00011791707793959300,0.00014088454337913100,0.0001504506271694200,0.0002829488338600100,0.00040531960067098100,0.0012273588390102700,0.0011899347572612700,0.0032933187162289400,0.0027474440331205300,0.0025394540122593200,0.002122254322248010,0.0021582982078964500,0.003043850634082990,0.0021590233386159300,0.0031103886718107900,0.002773351271243880,0.0031096682183579600,0.004806059003451290,0.009054350407208080,0.00805825964906086,0.005869183699703060,0.005166142591066890,0.0024470706647959500
393,0.00017876310564615900,8.16581949789177E-05,0.0,1.8049081193205E-05,6.62330914426822E-05,0.00010145659461010200,0.0001530005969703030,0.0005215330059905960,0.0011708593631089800,0.001170688839351720,0.0015623478000986800,0.0011385774435783200,0.0014353336877288200,0.0016608172511510300,0.0011686925119115700,0.0012756189558275500,0.0016513063571426100,0.0020240323140978700,0.0015593743374698900,0.0013145341962639300,0.0012469479985174000,0.0008594944762285180,0.0004771740845113250,0.00026640527039277000
394,0.0001500645439136380,5.44687552409222E-05,0.0,2.6382232509044E-05,8.39583570864211E-05,9.18262832331616E-05,0.0001565847992635950,0.000542737459394012,0.0012475612178724300,0.0013496815674629300,0.0016080171801874800,0.0013832972941740400,0.0017434009426308800,0.002123421976563640,0.0017962294271014700,0.0015285267799378000,0.001989088979375650,0.0023725142881862500,0.001754700847813870,0.001651551260807130,0.0015330095242294600,0.0008792330238427960,0.0006507159282313780,0.00031487819431785900
395,6.40007825985244E-05,9.29049285357361E-06,0.0,1.28702424050935E-05,5.74883711440446E-05,4.06534517404414E-05,0.0001131380070327420,0.0003659465885792780,0.0007216032602087110,0.0008214566548036580,0.0009223574021734350,0.0008883967640551860,0.0011540191366484700,0.0013671914684177900,0.001399880712383670,0.0009187098459359600,0.0011746153774038100,0.001389902614286130,0.0010176869060280500,0.000997498028367857,0.000925737798151489,0.00049348226008563,0.0004804128363234960,0.00022767283568764400
397,0.0003532444714799860,0.0001738420897959390,8.16204505252151E-05,5.32912121627941E-05,6.99800520892525E-06,8.69921761564287E-05,0.00031107031592133200,0.0010591510786741700,0.003786535404938760,0.004281596398274740,0.004836473510966720,0.0057118418452682900,0.006448347063439210,0.005040875683321280,0.004894774162409360,0.0049583029247146400,0.004895473153897540,0.005297694872450620,0.004299020021814540,0.004006185774340500,0.003336072024735530,0.002324166671739240,0.0018383712371425400,0.0010230722795825400
401,0.00031138914289211100,0.0,0.0,0.0,0.0,0.0002335418571690830,0.0002335418571690830,0.0005060073571996800,0.0007784728572302760,0.00031138914289211000,0.0015180220715990400,0.0008952437858148180,0.0011287856429839000,0.0010898620001223900,0.0007784728572302760,0.0009730910715378450,0.0015180220715990400,0.000856320142953304,0.0006617019286457350,0.0010120147143993600,0.001518022071599040,0.001284480214429960,0.0008952437858148180,0.0002724655000305970
402,0.0002955397074393210,5.29673487057259E-07,0.0,0.0,1.32418371764307E-07,0.0002216547805794900,0.00022231687243831200,0.0004857618217988650,0.0007558162373273170,0.0003166922896606620,0.0014670211980827000,0.0008950966374286230,0.0011054784392649600,0.0010558467169863100,0.0007587697634899480,0.0009430848255242300,0.0014692608579823800,0.0008263503829092230,0.0006397842085549470,0.0009749147468594690,0.0014563067623901100,0.001226770106329210,0.0008534246952812630,0.00026181560691556500
403,0.00012528450613804100,2.63782973836196E-05,4.39638289726993E-06,8.79276579453989E-06,7.02665719844001E-05,7.79735873983935E-05,0.0001372869793255780,0.0003553823956854900,0.0005747368742361220,0.0006459700428522300,0.0011400284714290200,0.00079049170133824,0.0009528765195461340,0.0009152602718458,0.0012030960147474600,0.001217010868130160,0.0010614913792926900,0.0013191449875438700,0.0008661320904777850,0.0010590900430196900,0.0010168969885547100,0.0007937658766047390,0.0005850766401663520,0.000196308737808321
404,0.0002121662187413070,0.00020794232669330300,3.46570544488838E-05,6.93141088977676E-05,0.0001445724644617960,6.93141088977676E-05,0.00033221414059752700,0.0011863960439523100,0.0020562039333487600,0.0025528995975599100,0.0035148257838414500,0.0026898074607371900,0.002883001792133440,0.0033994168996301800,0.005041064942804850,0.004424843382947300,0.002547441750232510,0.0034203700112016400,0.0028564009303748100,0.0035651680053941500,0.0027971601522582000,0.002673695075356670,0.0019133518235052200,0.0006639775087271490
405,2.12527286206066E-05,8.65913304380553E-06,8.93209096753119E-06,1.63445679622527E-06,2.49883166579531E-05,9.18023797498179E-06,3.56358457093229E-05,0.00010045855205278400,0.0003446069309685780,0.0002654649619225180,0.0004353479553119860,0.00043942205320061900,0.00035758293097521000,0.0002484399770754670,0.0002241391329354640,0.0002835988598027260,0.00037502491864199700,0.00024135972230267000,0.0001934358882356200,0.0001076373100415460,0.0003263768201890560,0.00014266254803753600,9.2128814036898E-05,5.06315377825839E-05
406,0.0007328599299748450,0.00010437142239055400,2.14115485378223E-05,4.9763025224206E-05,7.32581689007577E-05,0.00021849365283152000,0.00041269061253246900,0.0010014873049000300,0.0033265227592849800,0.0028363392602394100,0.0033350289983976000,0.003784189271830860,0.003989117276481860,0.0033709375392216700,0.002605378975022840,0.0033450328804215700,0.003843079613190850,0.0033447634168798300,0.002790191231679260,0.00338324433896244,0.0030745840030991800,0.0023400589638239000,0.0019582406883092500,0.0012640604766149900
501,0.0009809394211872560,0.0004668601477114910,0.00010990691041072500,8.27148953308582E-05,0.00014355005200072600,0.0001879550951413060,0.0010578975861369800,0.0031216540239705200,0.006191560875884820,0.008366191544026880,0.010714696499619600,0.011315099680401000,0.010135399404268200,0.010570140181931500,0.0109100599978913,0.00875525862394661,0.008998274954272510,0.008836470355750980,0.006385704775943860,0.007073431577484480,0.006212782326186500,0.005779175310172310,0.0036743750930554600,0.001586335706065610
502,0.001559980003351800,0.00026239669537874400,8.84966033883553E-05,0.00011422912423127100,0.00012190328193162800,0.0003389543473062380,0.002050550454143910,0.004475736281570550,0.011068232988910700,0.012524199682128100,0.015823925317994900,0.017014473766675200,0.018734916352893000,0.013892348701266600,0.014214915070585100,0.013636865709121900,0.01603051525443650,0.014093133924189600,0.01415028387420120,0.014399678928073100,0.010256230180725100,0.011302926033832700,0.010367579823296700,0.00524199809753752
503,0.00028805548396103700,0.0002253606141283360,5.58471154757299E-05,0.0001307485414197580,6.07123280559579E-06,0.0001577833678343640,0.0005739446312710140,0.0010579528014469200,0.002345627584570600,0.0030186775973676300,0.0025417085248848800,0.0036952567731525500,0.0035465769577779200,0.0036421016815523100,0.003123849328427460,0.0027449086904836200,0.002543635423883760,0.0026865879858373300,0.0031267308772961800,0.002780749345986260,0.002608595711745810,0.002564195303100970,0.0018230648678179300,0.0008418748939768850
504,0.0001795351058379100,8.04000207030449E-05,5.12105794549878E-05,4.2636900385843E-05,7.98036356801752E-05,5.8740037677653E-05,0.0005525468061351060,0.0010326375959315800,0.002022360629244740,0.002247360805247170,0.00241977977613742,0.002028409486031440,0.002664102712173220,0.0021013579273462700,0.002056357428569140,0.001856382244536180,0.002154403079715130,0.0019298487501607500,0.002036897196252320,0.001978623439380090,0.0016192716910970700,0.0012816753504754800,0.0010070284916235600,0.0004720392581290470
