,cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23
0,4022,4.958020601646568e-05,0.00011449590129502125,0.00010032477071513228,0.0,0.0,4.8104666234786366e-05,0.00011678652369737025,0.0006479871560395518,0.0012472780933741978,0.0008824247134172693,0.001444361975706947,0.0016260024479709248,0.0010867833277499116,0.0010710576126665141,0.0011541090229414332,0.0010470892326784446,0.0009116829892390636,0.0011968125125396726,0.001210148310789003,0.0010279334416091156,0.001788576335870024,0.001018731540392538,0.0009628759470270031,0.0009816460650183237
1,4023,4.940385201978345e-06,1.982729766587859e-06,8.097377073487213e-09,3.2574064565731013e-06,0.0,3.8084049097420946e-06,8.726904102895704e-06,0.0008245250934148231,0.0013653061109344783,0.0006528912241403133,0.0015744025271766928,0.0014312061658240606,0.0007162416918074487,0.0011150527843307308,0.001177865795275494,0.0006911658875557299,0.0007080918484782611,0.001038470196776392,0.001017964517122931,0.0008453441761049305,0.00223413958536784,0.0009023971595055476,0.0006832553968566152,0.0010545827868809665
2,4024,0.001057433108061765,0.00018650835023574454,3.456453760081683e-05,0.00025308358238166967,0.00022806361197841264,0.0002048328225197119,0.0007608199837186573,0.0038780700864599303,0.006287646447007382,0.007524312898824247,0.007884370115028723,0.008538238204526986,0.008891612239877682,0.0072886132297741955,0.008762253538891549,0.006851976647034232,0.007906099055244843,0.00763199682725599,0.005445765572182421,0.006820287710862771,0.006614342676317662,0.005586866544929363,0.0034045630247183105,0.002276899979593763
3,4025,0.0027667684829030133,0.000537863335436282,7.221108783183301e-06,0.000806795003154423,0.0008740279200839583,0.00031303336106583424,0.000513264214622148,0.0048156192775406234,0.005971065684617585,0.00482578611224354,0.006170354208284766,0.00528958456730124,0.006473772980690781,0.00420872300748924,0.007650793002012995,0.005499917414038697,0.007146971016596446,0.008036081169615315,0.00503327572246991,0.005799586158413393,0.006101621045281065,0.007283472515312478,0.0025683491972232075,0.0026326565894633034
4,4026,0.002427905405260294,0.0004931862229112613,0.0,0.0007397793343668919,0.0008014276122307995,0.00026411876865299437,0.0006148662659738912,0.003819877159836736,0.005500814857323553,0.005251701594097785,0.005511746775518696,0.005332336599951001,0.0054178895851203675,0.0036776226899694,0.007547836514398384,0.004724384421175642,0.005993208592918565,0.007175224661495806,0.004750433420828984,0.005107301852439377,0.005630259436729183,0.006173629505641584,0.0022301355799809537,0.0019941856754639117
5,4027,0.0018784722032179153,0.000369275589868213,0.0,0.0005539133848023195,0.000600072833535846,0.00020937435640395343,0.0003699499785602038,0.00277763966012725,0.0041516012377652385,0.003767458828927663,0.004132534981654266,0.0038020654464949594,0.004183559253823791,0.0029831106167953927,0.0053686729762829725,0.003820959433818984,0.004510144374546333,0.005836095871692101,0.003750862155803296,0.004032336036396871,0.0045134883019743,0.00467739133954976,0.0021544924475961117,0.0017905178251722198
6,4028,0.0035264083803874147,0.000702998395665324,0.0,0.001054497593497986,0.0011423723929561516,0.00035703572498944344,0.0005384935249361718,0.005538093088000428,0.006708263689626001,0.005441175757688491,0.007065200481621491,0.0057383031948534955,0.007161365117377924,0.004495540187166336,0.00879604050733328,0.006154316097419635,0.007969660060424676,0.00942742043919061,0.00587137164043916,0.006774121222324806,0.007183785431281245,0.00846714296785118,0.0029484294103541415,0.0030241317422866954
7,4029,0.002302587815489702,0.0003496766008863717,0.00048591687638323543,0.0005245149013295576,0.0006350420086563466,0.00020752310966720372,0.0003720475114725131,0.0046665403529053675,0.0093103136833473,0.010557977628248826,0.010596751011034853,0.009849352514142514,0.010980738361501685,0.007800915605471689,0.00994585604116805,0.00973633520464407,0.009657998964533555,0.011542818845501774,0.009309796085759731,0.00937253977181541,0.007488286164004557,0.008919228708779087,0.004819818574658352,0.002780423223295591
8,4030,0.0008708221458655237,4.222919869752212e-05,0.0008295824955803273,1.0675971365554915e-08,2.4951001691991628e-05,6.261774107724722e-05,9.02824694573835e-05,0.003240144131570078,0.010175049917708632,0.012874496612435353,0.012144276619992608,0.010967686008111835,0.011999337216652712,0.009243987005523726,0.009827490802205938,0.012245445826591869,0.008589279270458643,0.011598730912631926,0.01081771905804479,0.00983538517685424,0.00573825344120965,0.005691756927094048,0.002855705732745212,0.0014345759001324484
9,4031,0.0005891499372918747,0.00055439688251294,0.00018198651600668188,9.064921301890357e-05,0.00010849187441781398,0.0003548782473544384,0.0007871943542702173,0.004092249458597033,0.008869670488637722,0.009316160408511725,0.008375667809749241,0.009127481929340937,0.00782720379584556,0.0062058750886120175,0.009330587437168173,0.010315538997771713,0.008105694506706831,0.00959292977117015,0.0060126227723694995,0.006597880800101126,0.007424165400357326,0.006057876486806396,0.0032525262011003342,0.0018240148286494686
10,4032,0.0013771198919260198,0.0009268743771034666,0.00025343796766939917,7.63084528517616e-05,0.0003055009046893901,0.0006616079810142444,0.0012843506526338117,0.008391204776051254,0.017115013028965145,0.017062170801520418,0.020511539473772676,0.020525895248350072,0.018515763456844556,0.016014574030542208,0.01818786448966979,0.02045525645352852,0.01825023090396808,0.01919621542010959,0.012241175590410125,0.014030451597375633,0.012744159471516917,0.012016362955648384,0.0070115819831955495,0.004238159482817557
11,4033,0.0016496885021097505,0.0010400896668248559,0.00020581588417887972,8.579123139793931e-05,0.0002077208612603624,0.00040725384676060456,0.0015615300628673311,0.007134712306489165,0.015566028809966067,0.01619988946202216,0.014353504898342938,0.01706113926097546,0.01690243348070453,0.013319770559533886,0.01591480531278606,0.01572455730691387,0.014723028067167165,0.01674276994247613,0.012147402817835811,0.011383118126457297,0.012403644934125973,0.011333435262809577,0.007331106215434707,0.005007994790015807
12,4034,0.004184230296930912,0.0008772065780642574,0.0002428463450202496,2.9396093462082536e-05,0.00013605272019131292,0.00035265479479011473,0.00201147304772853,0.008953592021851614,0.025433991690788683,0.024819252744352267,0.02020362800410434,0.03127199854384674,0.030712694806426296,0.03361581699322712,0.026332873131771774,0.025843963932626373,0.026845064353806142,0.027179782964182577,0.019348232843464562,0.025667976593636645,0.024170661860593464,0.019688527060337958,0.01143704997746232,0.007181564650841321
13,4035,0.001118978644127009,0.00030048416658178456,4.950394792189728e-05,5.7521905712223936e-05,0.00011489060670912155,0.0001950002382904827,0.0009710015826608721,0.0037848044700009614,0.008536528520230202,0.006968651769300556,0.007678582214217928,0.008365523093241506,0.008814081112242966,0.008331349850506953,0.007233734434383374,0.009595984761984106,0.008571861378269216,0.009455493654927337,0.008608510589731451,0.007446926226985214,0.009909869818609468,0.008036877083940432,0.005241401593304293,0.002700309893734823
14,4036,0.0008398794010375876,0.00018530572263549268,3.377366511226677e-05,8.394707798002904e-05,0.0001209030261528751,8.743319982089799e-05,0.000853603086936457,0.0026765432012343196,0.005694615549209512,0.005751447936317287,0.006802708144170899,0.006378181160340025,0.005526676231669181,0.005947631302399168,0.005053704935884625,0.006294606819431722,0.007479529330850649,0.00665061325591351,0.006383675970805811,0.006205873665542537,0.0063736933568238376,0.005938321601723257,0.0037825040025457565,0.0014655183600807407
15,4037,0.0005199620534906678,0.00013814110930202023,2.71299206049669e-06,6.399997400154621e-05,6.541072039197619e-05,7.734610950681411e-05,0.00047102110788563,0.0020330148787331445,0.003627003992052282,0.0035384205511279714,0.004519959715180933,0.00384377435743796,0.0037546843053471667,0.004314523351655778,0.0034334176003445937,0.004503311292704884,0.005893189952831496,0.004750054760401016,0.003553037343697792,0.0037220366679318402,0.003919694427350895,0.0037876553512450908,0.0025459912942900286,0.0007965358033950914
16,4038,0.0006943869678449594,0.0002556321773094662,6.565859576305126e-06,5.079048206512759e-05,3.1355935711398786e-05,0.00015033274784944934,0.0005093605741845639,0.001572611793563235,0.002932792879768143,0.0029818360467648913,0.0038248248891711066,0.003178113113275992,0.00342503948875065,0.003396777551425604,0.003298820767886766,0.003752395047772976,0.004849057208393332,0.004416591646756011,0.0035162021047190372,0.0036009849074853384,0.003475732094989704,0.0029688839999287625,0.0022258085333626654,0.0009531860453789606
17,4039,0.0006387180913360764,0.00023852180691809815,5.875897381309858e-06,5.773469779217287e-05,5.506155040203696e-05,0.00017570641508991893,0.000650622397623966,0.0017736654163662228,0.0031452834112814963,0.0035442325889890997,0.0039998773526666994,0.0033061714043917307,0.003943157106648327,0.0035235810509703282,0.0036592772380165317,0.004274634627949297,0.005651721535415393,0.005023428793481617,0.004281632455761072,0.004188457085381888,0.003955042788878592,0.0036045793705289787,0.002777796025264887,0.0012056642377442312
18,4040,0.00034610589396718975,9.223676869825352e-05,5.275720732244657e-06,4.073282672608012e-05,7.803207679283098e-05,0.00015030799722859646,0.0003448635147770543,0.0016206433046343492,0.00326888673476742,0.0034687208659918193,0.003627149076687955,0.004390993942292997,0.00330043811490674,0.004083020927463381,0.0031337749262580735,0.0032563071212318596,0.004072794379295117,0.003728916968091618,0.003383268732336473,0.0035037493005060966,0.0025867484984514635,0.002793583050599494,0.0013293086318659402,0.0008393886356505612
19,4041,0.0003064314414646744,0.00012877459421050633,1.5099583319606816e-05,1.639834353524306e-05,5.04079716865451e-05,0.0002103866801437455,0.00028214406667287324,0.0015946728424220276,0.0030400958890774736,0.003238351229071024,0.0034481812774493463,0.0044534286355234235,0.0030871371969449905,0.003980193165986162,0.0032924957305555708,0.003321371779772171,0.0036289994876749065,0.003311603171747959,0.0037377534986770657,0.0033781844804384844,0.0023478225162618677,0.0028402539746301123,0.0012479908148216503,0.0009403016814655473
20,4139,9.416017309821544e-05,9.237583447885373e-05,7.619019471848996e-05,0.0,1.4025573343906378e-06,3.846952424479079e-05,9.142802498120164e-05,0.0002511715880121159,0.0007700151608250083,0.0007028127697777868,0.0008264353618354741,0.0014355614115041252,0.0008804114863959832,0.0007104804857347801,0.0007705377398275172,0.0012133591871976953,0.0008170772962336908,0.001113781872372512,0.000998769385388273,0.0008889134920125545,0.0009811329890279006,0.0006844816328699513,0.000708276233078035,0.0006655808431094729
21,4140,4.833683554009871e-05,8.680530776874507e-06,7.282137696763591e-06,0.0,0.0,4.27062502841279e-06,1.2318587137011576e-05,0.00020701281104744203,0.0005375724767802678,0.0003887622905340782,0.0005758908676363845,0.0010997757036558392,0.0004989008965161787,0.0004891911318837877,0.0006349142110324423,0.0008756254373213172,0.00046279780874899343,0.0007800469872015811,0.0006025464218014956,0.00055372547430749,0.0008969700239382054,0.00044846897706703155,0.0003966197317885167,0.0005659112314012184
22,4141,0.000412428095019651,6.735362657388977e-05,1.1631071302277375e-05,9.019229969233167e-05,0.00011395400760254284,6.746327994863078e-05,0.00019015427391312373,0.0011741340450873807,0.0019765106422396516,0.00196871551232322,0.0022414366665938074,0.002284050359745214,0.0021534051375728504,0.0020439742318455545,0.002327745950233006,0.002112178180383943,0.0025069895603743943,0.0024985409394074234,0.001728777044409422,0.001845247296676423,0.002238628353352019,0.001882322875121398,0.0011263076427756424,0.0007672209966740162
