,cellid,internet0,internet1,internet2,internet3,internet4,internet5,internet6,internet7,internet8,internet9,internet10,internet11,internet12,internet13,internet14,internet15,internet16,internet17,internet18,internet19,internet20,internet21,internet22,internet23
0,4022,0.0013977145923726752,0.0012657245159113928,0.0011204695038132344,0.001087308630683001,0.0010507456247887902,0.0010427527297837361,0.0012859672811397385,0.0013899483605266144,0.0011948841547816248,0.0014055323988472913,0.0013353199224396509,0.0013854555402777733,0.0012214438964825384,0.0013899652899091583,0.0014886410944197092,0.0015351809510705714,0.0013821788379863352,0.0014615385598112742,0.0013946634995298784,0.0021576598210056018,0.0022089005191216317,0.0014241852364792074,0.0016386025002702734,0.0013426808560459084
1,4023,0.001567302859529291,0.0014210831617854627,0.0012422315098113506,0.001239853872798677,0.001174949757904482,0.001154273725721645,0.0013011118334037507,0.0013442053727529594,0.0012688484919560457,0.00152177649471745,0.001347119121738691,0.0014683362544174981,0.0014373781858598804,0.0016126707520394148,0.0017365260694659447,0.0016829959656375674,0.001443138493246049,0.0014604135592505034,0.0013193697311690697,0.0025869328379141032,0.0023373828361695765,0.0013484586554238405,0.0015627557340199306,0.0014333964124067476
2,4024,0.005256181218627511,0.00423675769761697,0.004032174209515609,0.0038614238104768303,0.00385174524673119,0.003779538246764021,0.005102965838488075,0.008288589300741103,0.00938948579546183,0.009347328255794068,0.010519279402779438,0.008142018196172818,0.009903363784740299,0.009349486562277963,0.0084853552249652,0.008393577190318732,0.009441219884154159,0.009322544706517088,0.009343156761012227,0.008021623813020948,0.008669975443877131,0.007884542012652936,0.006790177594278583,0.0062848648865658704
3,4025,0.005235414625125525,0.0040901999287378255,0.0035141177044732577,0.0033880607858483014,0.0033711875347832553,0.003363197367829356,0.004573529992963694,0.00912416881872295,0.010631715172554616,0.009934943314805211,0.009762043583781148,0.006274168860825791,0.008554475947785486,0.00860045145784513,0.007176362234239131,0.007481276073411961,0.008991749272252145,0.009227061379601342,0.007954279602373845,0.0069500835321102085,0.0075465676963840786,0.006261677567144592,0.005686730772883675,0.004661906745663142
4,4026,0.00503936436381238,0.0040710454646495425,0.0034983869122294886,0.0035448487613165915,0.003477520675014993,0.003452545450956187,0.004567115515556861,0.007078417272179445,0.007304634130867529,0.006938485572886643,0.006826630955262407,0.005427690628339455,0.006627418413074374,0.00648833229821356,0.006153498663272898,0.006104119285570201,0.006860586916794193,0.00752289868943996,0.006505313258508046,0.006470808499719891,0.006137273846468563,0.005751513583802133,0.005093097467581218,0.004449511261730657
5,4027,0.004005789105642642,0.003276827266118847,0.0027977057889619506,0.002891877684085275,0.002796488952561977,0.0027449075070454156,0.003536735739607296,0.005455031117135272,0.005679240912332922,0.005438137288340808,0.005490404538301528,0.004448507645148091,0.005339509712321873,0.005304488278231423,0.004749166869411257,0.004930868741045405,0.005401012179908326,0.005838528019652568,0.005156324575110501,0.005126117797165749,0.005010557575394583,0.00464811482187715,0.004351910300763184,0.0036874338601877773
6,4028,0.006236538438976169,0.0048145613574862006,0.004030304799534922,0.003944820684570218,0.0039310803545490455,0.00392939798310534,0.0051602230490228615,0.009877778364030698,0.010947373045252175,0.010180813428694764,0.010055636234528756,0.006694233774049593,0.008979391083800742,0.009208757967977817,0.0076839841365109,0.008018233766058699,0.009407309403252798,0.009981857898233444,0.008617069079061871,0.007814031365571092,0.008210742671549934,0.007107853153385485,0.0064068453004473384,0.00536311080205978
7,4029,0.007923883970541588,0.0067752003401281005,0.005780792664104083,0.0058184113392141905,0.006126433439335627,0.006326983567640855,0.007995156851094833,0.013633403182720305,0.015216344835302736,0.014790714295882511,0.015032479721583468,0.012640443475651407,0.013909475625951306,0.01295311991207646,0.015739972440066665,0.012700941466222861,0.015530860489685128,0.013764937736566748,0.013330954885941142,0.012800159311057163,0.010535484699375507,0.009500205281713506,0.007756799101814469,0.006957404346215419
8,4030,0.007761257389374862,0.0070943494340290104,0.006039291252328495,0.006205652391975933,0.006710883740173467,0.006830997507588883,0.008272430310696171,0.013023557279679071,0.01553337098285625,0.015526674178982422,0.015802495530147412,0.015020904750107708,0.015496106582945113,0.013804326074981615,0.01946219381655022,0.01352106271107839,0.01759881679033466,0.013722884196828647,0.01449207350795297,0.014038512772161223,0.009425758505437197,0.00919264555072519,0.006793806059253629,0.006760906107965534
9,4031,0.0044102976897545144,0.004011831048148453,0.003604602357357933,0.003674623957848343,0.0038801484730424814,0.004848367169242149,0.006120159595141872,0.010188840750687695,0.012340879343504479,0.010727943196933442,0.011730607745231358,0.011765704288405452,0.011629739593764832,0.01599351375716053,0.013721446137727368,0.011841423637222664,0.014132419830944801,0.011899170984952578,0.011853339471540247,0.009520107801593923,0.008713357361247141,0.007886172270553916,0.0065300678676368665,0.005532564507047153
