,cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23
0,4022,0.0,0.0,0.0,0.0,0.0,0.0,0.000297454164562985,0.0011331694071706646,0.0020728675827242395,0.0028522870577310615,0.002105730207648055,0.001990475521424186,0.0014350696087443372,0.0017297815256618737,0.0015297246066946046,0.0017252623714611919,0.0016067313304248519,0.0017294068676913495,0.00174755211233225,0.0012790113214038795,0.0006836895126789643,0.00024244321938951693,0.0005086159250811154,0.0003700341084649478
1,4023,0.0,1.8325888726000984e-08,0.0,0.0,1.8325888726000984e-08,6.143436707627583e-06,0.0004663885026638225,0.0013754825823291857,0.002035715414688182,0.002674184784484944,0.002019411297673348,0.0017467870776310993,0.0009597635129088925,0.002012376253893967,0.0014146823011333797,0.002163390183605396,0.0011241391059518557,0.0014247727092691006,0.0014224061281181896,0.001018008820960019,0.0006372674416333727,0.0003135724556301464,0.0007611017178575761,0.00045897972683721735
2,4024,0.00012072213127167922,0.00021903434417487662,2.8398936346972175e-05,1.2284347310113084e-05,9.483263386993532e-05,8.786584229860349e-05,0.000915174231748215,0.004167212635228857,0.009313684702922542,0.012195252650289562,0.012531808854873872,0.014002636202047471,0.011652768010174697,0.00984955740627148,0.01117522999373946,0.011836387898918065,0.012946644192158342,0.013223280263032624,0.012215646644921812,0.008006229341459762,0.006197843039479922,0.0033797477265869384,0.0009160203477563642,0.0007741731191917024
3,4025,0.00045648224475404616,0.00032066422512185206,0.0,0.0,1.6342728619154567e-05,0.0,0.00023874134158075015,0.0051937687785664115,0.010800981909224407,0.011442242762326174,0.012754301631822491,0.014112557897557778,0.012756851058770637,0.007489907905569861,0.009253805952620238,0.011930228665050674,0.012812760340019205,0.016182994773824268,0.011026398995610889,0.007945337121199006,0.006840719415060252,0.004388295319381112,0.00046134919498767456,0.0006576711788628587
4,4026,0.00041856497605230816,0.0002790433173682054,0.0,0.00019557202148580972,0.0,6.914807341965535e-06,0.00022221518971458405,0.0035425397615552884,0.009448615271170614,0.009791600153193625,0.010998023209132641,0.012094436673604604,0.01001987546652582,0.00613043228489885,0.00839692304457985,0.009319534770512195,0.011176074972820742,0.013304219656565216,0.00916123318201823,0.007356035176105062,0.006004942636326088,0.004161777826974406,0.0006059593251676599,0.0006558726454793157
5,4027,0.000313402567325368,0.0002089350448835787,0.0,7.769702193502998e-05,0.0,7.061928543323569e-05,0.00012413334865557683,0.0027355064651224427,0.00701872764312714,0.007048898261268347,0.008460919568291352,0.008936783371457783,0.007642566834977736,0.004928798141454355,0.006145669141315857,0.0066223701623441475,0.008243501584287188,0.010162146959048787,0.006458615217251422,0.005349773386086894,0.004574680766617099,0.0031389376000190367,0.0004652813591805848,0.00045671860073467235
6,4028,0.0005966316433365003,0.0003977544288910002,0.0,0.0,0.0,0.0,0.00020043133562646785,0.005526831642672556,0.011999251132720806,0.012215216348074058,0.014169013028920601,0.0154398187471299,0.014019868097219858,0.008139530081862733,0.010151293014263903,0.012823339570882455,0.01419368490514536,0.01772402593194591,0.011658401930393858,0.009304340755253708,0.008033923567339651,0.0054165479924064746,0.0005974087039269841,0.0007955088577820004
7,4029,0.00029676899166421276,0.00019784599444280852,0.0,1.2273175341142021e-05,0.0,0.0,0.0011189979259262723,0.008958951328645116,0.015924847417569034,0.020071648826903515,0.021352777404190705,0.020905312551174633,0.01752519349382139,0.012092692470926657,0.016234373917176397,0.02089534309405418,0.017922048172593696,0.022168639415533407,0.02118889126197503,0.012121728905391885,0.00722342614941589,0.005884416363240366,0.0012234905236764085,0.0008247020217699139
8,4030,3.985916034803893e-05,9.517633492664586e-06,0.0,9.273943557272534e-05,0.0,2.08480550957637e-05,0.0019910483416656025,0.011004246367715914,0.01814513944571012,0.02347150184161444,0.02503878666679733,0.02118349967252962,0.01804705065668591,0.012790638714005806,0.01923087096346093,0.02479835644847329,0.01655902815290541,0.02163615916999594,0.024897720748256857,0.011506362388927896,0.005398380769180854,0.004850339087552408,0.0018237119454286954,0.0006206456833225888
9,4031,0.00035205845172740747,0.00035727177962923236,1.7675490676980942e-05,0.00011214647139264895,0.0,0.0005157773998997199,0.001782323262328303,0.0086598204004939,0.013574643151643365,0.013095498703446834,0.017077195485245198,0.020513035104035234,0.017217987816026962,0.013507390687976578,0.01449361920947069,0.015857742371263812,0.01656110548887947,0.01675139536494307,0.01575277767458433,0.009103190710205818,0.004596699266284118,0.0026797649425923317,0.0020796811364693583,0.0009630699384331324
10,4032,0.00048738800248508896,0.0007018123038171613,0.00012952429845450251,0.00011286394783673458,0.0,0.0005810812764411401,0.0032884831609864603,0.010004164772257886,0.02233155889488202,0.02545969533290842,0.03652903974846466,0.03784383258883274,0.03158469790206457,0.024528523067595374,0.028094409328655406,0.03240669137327142,0.032535817223492115,0.031099700550901548,0.02847426158234957,0.018848252899596435,0.009563616569452139,0.0055645774134635605,0.0038801639830063914,0.002261940671333923
11,4033,0.0006912315094146158,0.0008024837742682909,0.0001336009914941938,5.013324837650897e-05,4.55003576743505e-06,0.00038718161244130335,0.0033207208481498447,0.009272049407221351,0.0241850827683853,0.025032276284089737,0.027477358617438784,0.02891702893158369,0.02632612486787044,0.02194920360004151,0.02471910007799855,0.02687670441747259,0.02900369528160819,0.03440025751587438,0.025074212435479755,0.015476016899765792,0.00966735600580814,0.006377941354972649,0.004336121053622706,0.0013772350756799966
12,4034,0.00018879004355503733,0.00032899271366448933,3.912135412464479e-05,2.9908905274837168e-05,6.608654668556535e-05,6.907159017166278e-05,0.001875462879221041,0.009862361708748256,0.03113656155179781,0.03760611244448216,0.03251165221478926,0.04766272885404584,0.03826982040663961,0.028360454382639927,0.03183988730477173,0.032868211812334736,0.04025927200214912,0.04067285951504309,0.039866291061622074,0.028835905760690176,0.019974635492653516,0.012282195341962608,0.008077555880090998,0.0026525295540579547
13,4035,7.881005315948166e-05,0.00032160159649885923,4.441771991352724e-07,5.811311500907726e-06,6.117321750266385e-05,0.00014278168398766872,0.0009128243391394779,0.004713569806335245,0.011823413110926525,0.008986507532790079,0.013702445258904569,0.013077499371243877,0.01005337217863446,0.011502278130489128,0.00980532924676934,0.010759482570979651,0.014803075825432596,0.01625218399536663,0.01359626006794078,0.009544688964311123,0.005420742754210115,0.004407676893810909,0.0015510630705870049,0.0005165175671793085
14,4036,0.00020535147011771968,0.00026932037593824037,1.2553433089520875e-06,1.336625096313132e-05,5.0224380148426056e-05,9.538759230031115e-05,0.0013462036524398255,0.003210000743729458,0.00904557576647967,0.009475591908050671,0.011825577929710307,0.011258685587348887,0.00904511703103963,0.00733213805182156,0.00909348906973498,0.008970537556054904,0.01149122418318355,0.011102009186878113,0.009374502155981183,0.006471260571154503,0.004555790677574081,0.0032174638862571413,0.0012130145263332063,0.0005178239108492707
15,4037,1.948004349023922e-05,0.00013429979739594048,0.0,3.5884426462723314e-05,1.4647921522848073e-05,0.000198922385561498,0.0008293254589985085,0.0020368925975758423,0.0075889821079130485,0.007037372430698914,0.008301455081166812,0.007809884620870711,0.007152490425304457,0.00572646766303686,0.006081214556008723,0.00633464860780451,0.009598686295813877,0.006962329361857318,0.0069706533561731485,0.003940534641111483,0.0022729400958602713,0.001522753950268593,0.0006168644894138971,0.00037734279256941957
16,4038,3.0205257771202444e-05,0.00014454097736274927,4.248801270240167e-06,0.00012884781468790844,8.102463784597846e-05,0.00021427538015795982,0.0007808342416984165,0.0023172379454721986,0.005955652984879678,0.006400700112246921,0.00783549368177523,0.006644736224280933,0.005969392116858132,0.004913896119839498,0.006383142401378585,0.005626447351485307,0.007396964774269977,0.006603301051568324,0.006168807553546497,0.0038659848369962018,0.0026187099520499505,0.0013198933114964054,0.0008274869547608759,0.000500940551356947
17,4039,9.92111230602503e-06,8.81846574141277e-05,4.7650163131084044e-06,4.7650163131084044e-06,6.778394802486814e-06,0.00016017685493448347,0.000592442738995123,0.002479412058577004,0.0064730688643977324,0.006765517511458058,0.008252975428905306,0.006983802525802257,0.0061088233419480786,0.004917397711116176,0.006842725596534486,0.006232960240345172,0.007834510451903183,0.007446588024559707,0.006593761543444938,0.004226710526606656,0.003422611109699196,0.0014980913605904724,0.0007343968564960344,0.0003613132757149493
18,4040,4.411524956459089e-05,3.873870598365142e-05,1.0589423928446505e-05,1.546911256596696e-05,3.306752368182628e-05,0.00021474750327597167,0.0005174205769794703,0.0020973408372254665,0.005470360410236726,0.006993386809438527,0.008028317804256216,0.006913010390397888,0.005196588340327151,0.00503696212925934,0.0050849629949840675,0.005324278085097121,0.007841588417498912,0.007130771614942737,0.005557026461710183,0.0038524040411578335,0.0026739714267350902,0.001347187377244802,0.0005402323388528168,0.0003033661094705334
19,4041,3.910559638984762e-05,2.5978027257645103e-05,9.54607369039681e-06,3.262786955777695e-05,2.7724156895180036e-05,0.0001240978694153956,0.0004182674824239888,0.0021749770633403775,0.004799023679230857,0.006647481011324992,0.008478979134615811,0.0063286416061678645,0.004402485732373129,0.004765941505281327,0.0049108011561835065,0.004653348593732718,0.006971678972401455,0.0072986996135658835,0.004979946746007049,0.0038767696655178994,0.0027320983494459657,0.0011041113973450176,0.0006767660983641969,0.0002872949897402942
20,4139,0.0,0.0,0.0,0.0,0.0,0.0,8.636635432107571e-05,0.0005884774033429744,0.0014934385952410122,0.001985871386606356,0.0015083385546478946,0.0016355286748449074,0.0011996180882377738,0.000900401151209759,0.0010153676738169208,0.0009959900250785256,0.001641871018929073,0.0016126461751882015,0.0013266569405603987,0.0009252696290533397,0.0005143577799276217,0.00019762068583527257,0.0001471617522294151,0.00014546695516654828
21,4140,0.0,2.8496083107676364e-06,0.0,0.0,2.8496083107676364e-06,0.0,0.0001397976666788859,0.00044781118205721956,0.001092381098518949,0.001436743612868677,0.001071371597805714,0.001020190548116882,0.0006363111561615266,0.0006533537049869776,0.0006524917001408502,0.0008831201386162046,0.0010544418467531118,0.0010729061405404044,0.0007314296191613952,0.0005179134484325827,0.00031502965005575297,0.00016248351499651326,0.00016835575167254422,0.0001386421968003826
22,4141,5.395286532632082e-05,5.5761438706594175e-05,0.0,3.4570477596772605e-05,3.5198810850985975e-05,1.8980961567650758e-05,0.0002036853603146623,0.001321117103542139,0.0032852284518107297,0.004054314935124446,0.004257770360298914,0.004349297903007879,0.0034304279310374206,0.0028548210888260767,0.0032157472629008,0.003932410372160834,0.004143755200002534,0.004387660030309091,0.003639929009942823,0.00232075481629405,0.0018409808268157045,0.0010820052180523774,0.00033673677214896876,0.00024392851198015573
23,4142,0.00022746315518914695,0.00019666436050684038,0.0,2.208452878313112e-05,3.282488240660045e-05,5.025110169210252e-05,0.00033342503191006247,0.004467241451579428,0.009680886938713908,0.010785357243233429,0.011641168950566246,0.012874928665976863,0.010634237601161176,0.007482381035965989,0.008712057796954038,0.010833351668923541,0.011576138244944878,0.013207466474295836,0.010303899026307182,0.006595628346823743,0.005477344558644668,0.0034825136453011133,0.0005036207120842263,0.0007946447282348776
24,4143,0.00018982955667613916,0.00012903943901292409,0.0,2.9822763394434828e-05,5.27773980738006e-06,3.046327576706716e-05,0.00016920566283165506,0.002218634777645255,0.0049475612598192595,0.005472023068281354,0.005899144391175552,0.006698242714224386,0.005675573791417457,0.0035398486857670867,0.0044546736936766,0.005104630033810651,0.006135524539564066,0.007601603008441033,0.005079972317018897,0.0037690270197149977,0.003062630112730933,0.0019580574500013413,0.00031973810411353205,0.00028137973565425724
25,4144,0.00013093737528367571,0.00010092806287965358,0.0,0.00010967325212834462,1.3636479357202984e-05,7.989175222875815e-05,0.00011005946465029715,0.0020353218862488136,0.004658567847117651,0.0046191666248627875,0.00548932004178193,0.005613523901857508,0.004637887724197809,0.0031346387183684423,0.004232903012232736,0.004154813368578656,0.005208332527963936,0.006709041015591639,0.004438146801550556,0.00317551798902238,0.002450776839156311,0.001680471088168213,0.0004108875765774935,0.000258167011253546
26,4145,0.0001856697035304127,0.00021742186599203544,0.0,8.190869095236644e-05,6.384866218268423e-05,0.00011039942261558063,0.0004962020928228558,0.0038339558827750224,0.0072599376299876325,0.00856325547545964,0.010177621574219748,0.009503089083480054,0.008218855183304173,0.005873578396996586,0.006970520949267217,0.008712877367500167,0.008035356327345639,0.009854717321981161,0.00785314368796054,0.005530161652294675,0.004095121369470251,0.002572083397711214,0.0008666429592879005,0.0005698431101769769
27,4146,5.009811633989957e-05,6.573988839721746e-06,0.0,5.464747958493952e-05,0.0,3.631071327716079e-05,0.0009195169936324234,0.00627550524871671,0.010340693179076193,0.012417019147402047,0.01359418194950335,0.01210166056156945,0.010571431591461719,0.006880583804010908,0.01052863866499915,0.013268440613857338,0.009012104345113934,0.01171443544234531,0.012796400367840122,0.006678380767607824,0.0029424763897301486,0.002568333167384359,0.0009072606853911028,0.0002972351665809743
28,4147,0.00015734478236228953,6.0528319470442285e-06,0.0,4.304772319658969e-05,0.0,0.00023488061524903634,0.0017841376450366045,0.008325887579848907,0.013516748087222556,0.016976507676506658,0.020653231074841464,0.01815558658601892,0.014886368012567335,0.010836019511341215,0.0150286503202309,0.017400395782824523,0.013385062129294191,0.017012935392904414,0.020337628654474627,0.009807724277014991,0.004893808903515177,0.004675187020490767,0.0013492608849995852,0.00046640633962140266
29,4148,0.00045376572538965494,0.00015456172750904836,0.00010243563434708786,0.00026319376762061497,0.00010243563434708786,0.00044537555575939176,0.0014698821798321032,0.010607496193640969,0.02095482810487934,0.023855339617021135,0.02640053071836587,0.03084733826571261,0.023025745681661575,0.017958467778854504,0.02134392488846406,0.02343413824263538,0.02531912944496269,0.02627115560985605,0.02206375745114835,0.012319719167436561,0.007465708640107114,0.005521569328641314,0.0028173640527984992,0.002193341066833488
