,cellid,callin0,callin1,callin2,callin3,callin4,callin5,callin6,callin7,callin8,callin9,callin10,callin11,callin12,callin13,callin14,callin15,callin16,callin17,callin18,callin19,callin20,callin21,callin22,callin23
0,4379,0.0002038441577265595,0.0007158471832735805,0.00011772005873503655,0.0,0.0,0.0003239790995997816,0.0001491781643027379,0.0020929659029211814,0.010769265009792122,0.011923218065855999,0.00932007335914368,0.011826807201651997,0.008849028456732539,0.010106503161814159,0.010477145465816818,0.009149589716643942,0.013073470651481981,0.010728187039052609,0.009591163070001912,0.008018311706838742,0.0049548417696849345,0.0031834243087743323,0.0014432041763108579,0.00048247418650547316
1,4380,0.0013113871215501417,0.000461628148216484,0.00027678602253282717,0.0,0.00010068221734604125,0.00038849957752522295,0.0003342064681777914,0.004637979340391078,0.017426942133098818,0.018756530378009555,0.016947463167601547,0.018859901068049374,0.014416367784737542,0.014417069422360589,0.019250801385256623,0.014708313843854374,0.017623321972512474,0.016722509392174113,0.013522436996895858,0.013662022855415897,0.008128061834990423,0.004872701002433597,0.002610084117516718,0.0010605597732176568
2,4381,0.0003639914128402558,0.00024898960977463765,0.0,0.0,0.0,0.00021752473097370434,0.0004989808667652224,0.004746892495333169,0.0089076554963968,0.014253233597403443,0.011185768441253498,0.015690504863435855,0.01177652193092897,0.007951050005197245,0.011267116384033622,0.01098751292732396,0.011553561349938147,0.011800732152541816,0.008018408975772285,0.007783462055899019,0.004719998678704444,0.002418194077299525,0.000903557803396764,0.0006185200337830397
3,4382,0.0015014103200873615,0.0009152445537092807,0.0,0.0,0.0,0.0015014103200873615,0.002771414196116167,0.010942657566300886,0.027945098616740424,0.04082545004720311,0.03804450343761635,0.03520013556045898,0.03563862543239766,0.02766485838073123,0.030660781701434787,0.031120921677857703,0.04603314675124382,0.046125069008613434,0.04855968409006645,0.024682396405660473,0.020695406068554207,0.009118711769868322,0.004223146711787098,0.004496231870452716
4,4383,0.0016465223558873928,0.0008634570507412437,1.4065945790500347e-05,0.0,3.518924013891944e-05,0.001549533868969753,0.0026508646051968325,0.011640843041808143,0.03177612301762665,0.04263664491083717,0.04205944794105707,0.03724808170252334,0.03866179808076386,0.030447641130113362,0.032005778166311116,0.033411916245280046,0.04676247701570085,0.04655541469720204,0.051327509999997974,0.0259459296261006,0.021297445865071082,0.010219028928198225,0.004508342544568028,0.005044509474771486
5,4384,0.0010824568141828113,0.0006949010355594013,0.00010382112560926224,8.758840616575726e-06,0.0,0.0007889166027434518,0.001920513844585295,0.007825922023554388,0.02508890062593549,0.03602510390380029,0.03521920229780784,0.029404542251166545,0.0259110831723558,0.02138972347992088,0.023773687828226912,0.02397529467149333,0.034204899115828996,0.03220916258928852,0.03359688830146874,0.01838479807141705,0.015326721688715288,0.007452548110641699,0.003552517643039164,0.0028140108981219458
6,4385,0.0007728394719843842,0.0007272489869987053,8.401783304189352e-05,4.163142382810006e-06,0.0,0.0005596457266820229,0.002051868995795448,0.006136868768428625,0.017823998290266173,0.026883641761846773,0.027026055923528258,0.02484515857446088,0.018334281090114233,0.0142696991448095,0.017682428516497033,0.019087939843282616,0.02919931488607903,0.024367701184149167,0.02310659980767143,0.013309102306064528,0.011482740090115068,0.004713223809832761,0.003151064591300568,0.0016264712476335673
7,4386,0.00019342920924047524,0.00031390652950995143,0.0,1.0751621759533923e-05,1.0751621759533923e-05,0.00019342920924047513,0.0012686252448427787,0.0032339812962793443,0.007382455220021007,0.009169605677006355,0.010633675705620618,0.011680030156962593,0.00965350560559083,0.006556168042275865,0.007379005062426582,0.010719127456030764,0.015647975365974492,0.012526192864643815,0.011806851831068287,0.007188411921422515,0.004880657703576127,0.0015409186926402807,0.0017979314800513518,0.0005150463438541557
8,4387,1.6260851723468788e-06,1.6260851723468788e-06,1.34064918014413e-07,1.6260851723468788e-06,1.6260851723468788e-06,1.7601500903612916e-06,0.0013595384719088256,0.003817356266825627,0.008508484951472252,0.007662379004454552,0.010588709877046526,0.012898988568857772,0.009680403256728148,0.005718048758083108,0.005378562170735577,0.012521479371729104,0.017696549593145563,0.011483217224892662,0.011355047735363853,0.008713856007641655,0.0023323919994248147,0.00040760238107755007,0.002090977542588925,7.787601719277816e-06
9,4388,0.0,2.623049739171658e-06,0.00023873259759615674,0.0,0.0,0.00023873259759615674,0.00010551053095210095,0.002146832085521696,0.00468553630200708,0.005279794006777309,0.006872708452242802,0.007986248716859781,0.004866606583257348,0.005541817808869369,0.007537570120767723,0.007309281862936858,0.007221760965357918,0.00816353113148008,0.0065183790996297935,0.005998334594761475,0.002753356465253628,0.002133453503803488,0.0007454573148112949,2.623049739171658e-06
