hour,cellid,smsin,smsout,callin,callout,internet
0,160,0.0008301818619581426,0.005264735762443301,0.0004937068325970123,0.00012004272838507261,0.0024019982817060173
0,288,7.714366085408267e-07,6.374916943142529e-07,1.3589749151606516e-05,4.7321837487826123e-07,6.251602403171876e-05
0,507,0.008955046875397273,0.0018862718825419188,0.00183902030960728,0.0,0.05092556600233845
0,1096,0.010582877498798273,0.00468994145005299,0.003993979164722528,0.0036651359971682017,0.02220387028795411
0,1296,0.00022867485333519537,0.006418573459371287,0.00028074702793505095,0.00013134024271702866,0.015915600078983974
0,1332,0.011183084358895914,0.010142337698242479,0.013732710930603527,0.00027613610131489475,0.048173360232374174
0,1446,0.002627610774609425,0.0028160427474301928,0.0012897035831526986,0.0007743791072898172,0.009526035414696014
0,1580,0.0016653630104495134,0.0024753004878258667,0.0,0.0,0.004903183984827288
0,1675,0.0011291007908496814,0.0012278880791495546,4.980175502673929e-05,2.3409940916759592e-05,0.010187690112167833
0,1676,0.003146473345072743,0.0024246382773982725,0.00029557043068699403,0.0006996571122056776,0.019648058906455816
0,1678,0.002680105000995798,0.0034027791482201617,0.0010630589059859397,0.0012819139373708177,0.009882827575081944
0,1797,0.009819456295935971,0.0191193219147691,0.0020726278339243294,0.0004968380070391185,0.025564113938181497
0,1810,0.0010516048970609663,0.002166004578320748,0.0005394156669554402,0.00010678613227892495,0.004637985907010477
0,1881,0.00778091251522667,0.008608385898547807,0.003303552745011498,0.0020849742900198717,0.044926920620141
0,1889,0.0005506624331532577,0.0011904078301610238,8.056884555024078e-05,1.1553132877859643e-05,0.005854962860563981
0,1905,0.006597258568191664,0.02378967133027957,0.001829743686728336,0.0013175419679587231,0.021743329250058074
0,2021,0.007292639255059729,0.012853211211885821,0.00604681652280795,0.001752985820127266,0.031800520256090876
0,2025,0.008360109142935885,0.007878578305332421,0.0005427163155656291,0.002393340235356912,0.033074580862296366
0,2125,0.0,0.0001654969046294089,7.718183486661267e-05,0.0,0.0022988235648037443
0,2126,0.0006625384610978722,0.0011192009456067252,3.813297134918351e-06,0.0,0.003365752953740661
0,2144,0.009916836783576858,0.011784056556426342,0.0006617257496851008,0.002704476061086862,0.04817621302995793
0,2167,0.0024048835426161617,0.002364014281284717,1.1958776606086935e-05,0.0001189348870542835,0.005580840055885635
0,2257,0.0053811199814347305,0.002153574647356317,0.0013303274830714347,0.0030023764200263754,0.03343205954941837
0,2383,0.02351964553804563,0.02975025756138475,0.00020047684595478612,0.005396652063721229,0.2439794976170231
0,2384,0.009900289894033455,0.024753798920036808,0.0032343301998198374,0.0010590099296500543,0.10042975294942588
0,2387,0.0028380010448637986,0.014033355102213619,0.0017551679981029375,0.007558646791414387,0.08514825313391237
0,2398,5.5381491510828766e-05,0.0,0.0,5.875836620398393e-05,0.00020094253861110387
0,2476,0.00013871373552217447,0.00017194320305188352,0.0012827092122383366,0.0003923659015883227,0.0010650851578074022
0,2485,0.0024285000802879986,0.0025564760556831493,0.0005484327817706623,0.0005725727460813648,0.010072876444883212
0,2511,0.008949392954714528,0.020760335590286897,0.005359765847753917,0.0009883514115294222,0.039857518079162935
0,2582,0.0018506740644299408,0.00327715848187284,0.0006113397838975204,0.0005610052922295338,0.0033645657073330146
0,2592,4.089082608531914e-05,5.0686398041838756e-05,0.0025814813581647796,0.0007896452686749475,0.007791983914663881
0,2612,0.010548207532843945,0.0035965857773686155,0.0018660987654440233,0.004001609009646363,0.05439784204177936
0,2715,0.0035878551761131194,0.0028442240470288416,0.0010334810911935867,0.0008884529040234968,0.020672525630162395
0,2739,0.027967713407556646,0.05933467128445992,0.011297473675864018,0.0018223975000169104,0.14316084067593632
