hour,cellid,smsin,smsout,callin,callout,internet
0,4022,4.958020601646568e-05,0.00013909412560519728,0.0,0.0,0.0013977145923726752
0,4023,4.940385201978345e-06,0.00014296926936086988,2.239418907544231e-05,0.0,0.001567302859529291
0,4024,0.001057433108061765,0.0007383419808269729,0.0008096694529746398,0.00012072213127167922,0.005256181218627511
0,4025,0.0027667684829030133,0.0012584734234390579,0.0007076274114810884,0.00045648224475404616,0.005235414625125525
0,4026,0.002427905405260294,0.001089646575860582,0.0004465690365433288,0.00041856497605230816,0.00503936436381238
0,4027,0.0018784722032179153,0.0008173304197543454,0.00033811967350251575,0.000313402567325368,0.004005789105642642
0,4028,0.0035264083803874147,0.00159249563083339,0.000737975287477023,0.0005966316433365003,0.006236538438976169
0,4029,0.002302587815489702,0.0009291519329240656,0.0012880102318688213,0.00029676899166421276,0.007923883970541588
0,4030,0.0008708221458655237,0.00028111655864859,0.0015256400054485355,3.985916034803893e-05,0.007761257389374862
0,4031,0.0005891499372918747,0.0006040264185171047,0.00063505821281763,0.00035205845172740747,0.0044102976897545144
0,4032,0.0013771198919260198,0.0014752649010822275,0.0010405226322166082,0.00048738800248508896,0.008006249080842834
0,4033,0.0016496885021097505,0.00150208551712591,0.001124153662396524,0.0006912315094146158,0.009817007293512354
0,4034,0.004184230296930912,0.0019557153999560212,0.0010045948295774618,0.00018879004355503733,0.01416386324348219
0,4035,0.001118978644127009,0.0006335663192315566,0.000793690841886438,7.881005315948166e-05,0.006225834837481671
0,4036,0.0008398794010375876,0.0010016466334785417,0.0001465720207154145,0.00020535147011771968,0.004100991492244766
0,4037,0.0005199620534906678,0.0007928051460724487,0.00023995988076000726,1.948004349023922e-05,0.0027717367743351744
0,4038,0.0006943869678449594,0.0010186473182963588,0.00012308890722817,3.0205257771202444e-05,0.002602591914922546
0,4039,0.0006387180913360764,0.0007837364359761787,0.0001557025682876943,9.92111230602503e-06,0.0036987350258074966
0,4040,0.00034610589396718975,0.0007583758275412687,0.0004452270246929814,4.411524956459089e-05,0.0029477367326607375
0,4041,0.0003064314414646744,0.0008447653925886467,0.00045187409457334867,3.910559638984762e-05,0.0026757674277198573
0,4139,9.416017309821544e-05,0.0001041908413348445,3.84547887107655e-06,0.0,0.0007224900021795282
0,4140,4.833683554009871e-05,7.035988595637071e-05,1.0356560530268814e-05,0.0,0.0004941485946984431
