,pred,cellid
0,0,38
1,0,39
2,0,40
3,0,154
4,0,155
5,0,156
6,0,157
7,0,158
8,0,159
9,0,160
10,0,271
11,0,272
12,0,273
13,0,274
14,0,275
15,0,276
16,0,277
17,0,278
18,0,285
19,0,286
20,0,288
21,0,289
22,0,388
23,0,389
24,0,390
25,0,391
26,0,392
27,0,393
28,0,394
29,0,395
30,0,397
31,0,401
32,0,402
33,0,403
34,0,404
35,0,405
36,0,406
37,0,501
38,0,502
39,0,503
40,0,504
41,0,505
42,0,506
43,0,507
44,0,508
45,0,509
46,0,510
47,0,511
48,0,512
49,0,513
50,0,514
51,0,515
52,0,516
53,0,517
54,0,518
55,0,519
56,0,520
57,0,521
58,0,522
59,0,523
60,0,617
61,0,618
62,0,621
63,0,622
64,0,623
65,0,624
66,0,625
67,0,626
68,0,627
69,0,628
70,0,629
71,0,630
72,0,631
73,0,632
74,0,633
75,0,634
76,0,635
77,0,636
78,0,637
79,0,638
80,0,639
81,0,640
82,0,641
83,0,734
84,0,735
85,0,736
86,0,738
87,0,739
88,0,740
89,0,741
90,0,742
91,0,743
92,0,744
93,0,745
94,0,746
95,0,747
96,0,748
97,0,749
98,0,750
99,0,751
100,0,752
101,0,753
102,0,754
103,0,755
104,0,756
105,0,757
106,0,758
107,0,759
108,0,851
109,0,852
110,0,853
111,0,856
112,0,857
113,0,858
114,0,859
115,0,860
116,0,861
117,0,862
118,0,863
119,0,864
120,0,865
121,0,866
122,0,867
123,0,868
124,0,869
125,0,870
126,0,871
127,0,872
128,0,873
129,0,874
130,0,875
131,0,876
132,0,877
133,0,969
134,0,970
135,0,971
136,0,972
137,0,974
138,0,975
139,0,976
140,0,977
141,0,978
142,0,979
143,0,980
144,0,981
145,0,982
146,0,983
147,0,984
148,0,985
149,0,986
150,0,987
151,0,988
152,0,989
153,0,990
154,0,991
155,0,992
156,0,993
157,0,994
158,0,1086
159,0,1087
160,0,1088
161,0,1089
162,0,1090
163,0,1091
164,0,1092
165,0,1093
166,0,1094
167,0,1095
168,0,1096
169,0,1097
170,0,1098
171,0,1099
172,0,1100
173,0,1101
174,0,1102
175,0,1103
176,0,1104
177,0,1105
178,0,1106
179,0,1107
180,0,1108
181,0,1109
182,0,1110
183,0,1111
184,0,1204
185,0,1205
186,0,1206
187,0,1207
188,0,1208
189,0,1209
190,0,1210
191,0,1211
192,0,1212
193,0,1213
194,0,1214
195,0,1215
196,0,1216
197,0,1217
198,0,1218
199,0,1219
200,0,1220
201,0,1221
202,0,1222
203,0,1223
204,0,1224
205,0,1225
206,0,1226
207,0,1227
208,0,1228
209,0,1296
210,0,1297
211,0,1321
212,0,1322
213,0,1323
214,0,1324
215,0,1325
216,0,1326
217,0,1327
218,0,1328
219,0,1329
220,0,1330
221,0,1331
222,0,1332
223,0,1333
224,0,1334
225,0,1335
226,0,1336
227,0,1337
228,0,1338
229,0,1339
230,0,1340
231,0,1341
232,0,1342
233,0,1343
234,0,1344
235,0,1345
236,0,1412
237,0,1413
238,0,1414
239,0,1415
240,0,1438
241,0,1439
242,0,1440
243,0,1441
244,0,1442
245,0,1443
246,0,1444
247,0,1445
248,0,1446
249,0,1447
250,0,1448
251,0,1449
252,0,1450
253,0,1451
254,0,1452
255,0,1453
256,0,1454
257,0,1455
258,0,1456
259,0,1457
260,0,1458
261,0,1459
262,0,1460
263,0,1461
264,0,1462
265,0,1463
266,0,1464
267,0,1528
268,0,1529
269,0,1530
270,0,1531
271,0,1532
272,0,1533
273,0,1534
274,0,1555
275,0,1556
276,0,1557
277,0,1558
278,0,1559
279,0,1560
280,0,1561
281,0,1562
282,0,1563
283,0,1564
284,0,1565
285,0,1566
286,0,1567
287,0,1568
288,0,1569
289,0,1570
290,0,1571
291,0,1572
292,0,1573
293,0,1574
294,0,1575
295,0,1576
296,0,1577
297,0,1578
298,0,1579
299,0,1580
300,0,1581
301,0,1645
302,0,1646
303,0,1647
304,0,1648
305,0,1649
306,0,1650
307,0,1651
308,0,1652
309,0,1653
310,0,1654
311,0,1672
312,0,1673
