,cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23
0,160,0.00012004272838507261,0.0003269684811963219,0.0,0.0,0.0,9.542036178352591e-05,0.0008441157391822561,0.0011905742721517213,0.0054678450666253795,0.009921026652210833,0.009333416542427775,0.009916777735539374,0.007965051417688216,0.008649566163930731,0.0066460991598529875,0.006799890781429583,0.009539053512993917,0.0088139886884111,0.0065167425397589076,0.004509107869783315,0.00411210979282713,0.001948851529933181,0.0014071123133647138,0.0008121130186524648
1,288,4.7321837487826123e-07,0.0,0.0,1.247084092175012e-05,1.2470840921750505e-05,6.403823415643287e-06,4.436199604226168e-05,3.318284828744062e-05,0.00024297166597009033,0.0003427619333258854,0.0003420798709991763,0.0003107983467188838,0.00026715885400039436,0.000258909237048816,0.0002355556132847187,0.0003656894186786844,0.0004227866300657445,0.00042311679700876434,0.0002850466405909683,0.00014779495896522345,8.391667725592017e-05,6.364589777568128e-05,7.553909834663774e-05,1.870626138262518e-05
2,507,0.0,0.0,0.0,0.0017606887510343181,0.0008803443755171591,0.0006792259116116526,0.0040420823910915825,0.019709983296632674,0.04562007061009133,0.055061959831627656,0.04118833785658125,0.04905460473465809,0.030548983977278937,0.0313955360543981,0.049206389642594266,0.042101609286683474,0.05010921407932081,0.06187224733833163,0.040296770818751916,0.025089552410397734,0.01598904799804862,0.009126215315218147,0.00469424968107458,0.0016510632476620603
3,1096,0.0036651359971682017,0.001803473221441455,5.818955428529207e-05,0.0,0.0,5.818955428529207e-05,0.0038978942143093696,0.03380087773450791,0.07743337237481458,0.07045223770618994,0.08714901313344538,0.10151860935069172,0.10291475569213612,0.052126557720348916,0.07929503515054133,0.07446651102906988,0.08482183392343629,0.09104690734775474,0.10873250223645753,0.06149306115326795,0.04223634829886227,0.02239814286300626,0.010937218437219313,0.0037815151057387863
4,1296,0.00013134024271702866,0.000547031450779145,5.4524525002255043e-05,3.892569267300247e-05,0.00022582612802351823,0.00016503862908230803,0.0008325171760038524,0.005226337406216293,0.01486491303211198,0.014749964182831074,0.01529318432876928,0.014215858272685402,0.010316873290944962,0.013772232066222563,0.010474787205456302,0.01037492619977593,0.010688016398463129,0.016027075749161734,0.011230577225878724,0.009660073320488195,0.008300076400701214,0.0032459776193328573,0.002831891965869889,0.0006242763885161317
5,1332,0.00027613610131489475,0.0011838440891355222,0.00027613610131489475,0.0,0.0011838440891355222,0.004469164130948229,0.010164852892628697,0.054046540603711245,0.10682707379346108,0.11600231279310956,0.10284036135972513,0.14657712351828667,0.08694197134935312,0.09751781208431008,0.10241155258418565,0.0917640042185729,0.11772777638675565,0.11452266034382493,0.12390291010622499,0.080185659426442,0.054833463909122075,0.02482934493688396,0.012162111743202768,0.004736220282182394
6,1446,0.0007743791072898172,0.0007457793948150073,8.177155547373807e-05,1.6211136070012325e-05,0.0002772409659055825,9.405150621544391e-05,0.0012513836294612466,0.009803531772049099,0.01984295040598478,0.027938055962726055,0.023250145333041834,0.031596061856227854,0.019797833963023148,0.02289366995902419,0.02351650796287502,0.025478558518692494,0.02659450161958581,0.026584572008463696,0.02791851685775288,0.014338480589319849,0.012623947325715184,0.005698969014946041,0.0026586660149748747,0.001687619243672422
7,1580,0.0,0.0008834540833143525,0.0,0.0,0.0,0.0,0.00022886400197100966,0.005385359251301235,0.009389091473067606,0.01393877977015356,0.01515265034654527,0.014473994277679607,0.007898831531918293,0.006971134529758921,0.008084952041526079,0.007522296889861417,0.009723849488820574,0.009992238372435756,0.012881935513498132,0.011995210804165645,0.009999385525857534,0.0041613932058771445,0.0017398949579050952,0.00022086352082858796
8,1675,2.3409940916759592e-05,0.00091646843032066,0.0,0.0,0.0,6.429106355617502e-05,2.3409940916759592e-05,0.0014845172086949648,0.01206820898730804,0.008072716154799155,0.01579829531634358,0.012566854333648014,0.007763736090509882,0.006435895930352966,0.0035804473268577813,0.006410374519941062,0.0062681513762959966,0.007786776912555229,0.007862152726016767,0.008005986818410516,0.004980906006800625,0.001370666214016107,0.00022116013265361897,6.421260775290096e-05
9,1676,0.0006996571122056776,0.00028597142796482205,0.0,0.0,0.0,0.0004916046577522438,0.0006288746754730797,0.006558763725391762,0.01503141650339423,0.017824590951091197,0.01757636582470416,0.02125975104493552,0.016718033113773605,0.012629690265381186,0.018824408758349998,0.01850258952508628,0.027731668244017852,0.02724618789117706,0.01914342793751502,0.010368790154391988,0.007264121828027307,0.006254211907496046,0.001913052641863301,0.0005162990914536153
