,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23
0,160,0.005264735762443301,0.0024255812882956166,0.0017842075979180225,0.004459793422087333,0.0028987837656798215,0.0053510964370892386,0.006081267973951787,0.007562932631662608,0.011381784023210375,0.009293162730543173,0.009015533020813213,0.008968525284147648,0.010376327712775779,0.009353463956726338,0.009825407135837277,0.010162736860571016,0.01001048426589245,0.010922069771644375,0.009208302439189743,0.010015080626521884,0.010628065952223697,0.007799806874454716,0.004121787057217733,0.003227808244984321
1,288,6.374916943142529e-07,1.967479377592816e-07,0.0,0.0,1.5937292357856323e-07,1.967479377592816e-07,6.847058480464236e-05,0.00014175089698995112,0.00015553379349803555,0.0002512591818853044,0.00026567957008770296,0.0003176304165361018,0.0003680051630291833,0.0002648344200627919,0.00028465477945913316,0.0002327511808917722,0.0001609976043275017,0.00031806588986018936,0.00024517343359002777,0.00022638509928950152,0.0002455471837318349,0.00021721518222432294,0.00015093844333559847,0.0001121428745678264
2,507,0.0018862718825419188,0.003001805487009018,0.0,0.0004715679706354797,0.0004715679706354797,0.002234886150110935,0.00835596032849926,0.019296384809210924,0.030618068442829025,0.025830229962597248,0.024102430947604326,0.031966245370918724,0.03094324956920437,0.04403578531302252,0.024849892094694567,0.037861761595089666,0.038552281490890454,0.04897328546969121,0.03622749353024902,0.039617164199216556,0.04025405496810233,0.02533334497733808,0.01504501262137646,0.011717317484834755
3,1096,0.00468994145005299,6.798381192611707e-05,0.002175011195211202,6.798381192611707e-05,0.0,0.006389065961781372,0.029770318613695664,0.044519981083115806,0.046762505303828576,0.21376153907875922,0.08890305296953029,0.06830866582016223,0.08346576037471455,0.09821495205771014,0.08536883632222128,0.07714467822485929,0.12152822089769832,0.07340651014177194,0.09379694585536162,0.06205556748223311,0.07089157988693015,0.04499539698017408,0.06783277913667943,0.028071194101967283
4,1296,0.006418573459371287,0.004316666563024562,0.004725800464534048,0.0046576045596269456,0.004298650875800539,0.004833769901086646,0.007070077570729231,0.012417227664032835,0.01108646758641191,0.008582323211244525,0.011028085844322109,0.01160847361369977,0.010582975937155068,0.01655627828520417,0.01653187481497784,0.010156149536289537,0.011883309794392087,0.013963175557294271,0.011566781150884055,0.014428754892669662,0.017650936740590407,0.01855279373741934,0.011105585465330782,0.008056354939604661
5,1332,0.010142337698242479,0.0003226143421852606,0.0003226143421852606,0.0022426872205240102,0.0,0.0022426872205240102,0.025074178644446752,0.0525542748264015,0.05973234429438895,0.05017253765923305,0.0534753110359274,0.039920515483465556,0.06521197367024051,0.08661899670586683,0.07636153457087205,0.04990267769410679,0.06899538828896279,0.09680637353943158,0.09011074340687439,0.10815380339974771,0.08237471315774687,0.05462174177096986,0.059550065303435776,0.019370995842901965
6,1446,0.0028160427474301928,0.0006420457589360436,0.0004914183005017036,0.0004535388274853244,0.000630564956895632,0.0005644355955281594,0.003288168425773876,0.008986358348712743,0.009829662770494341,0.011348450012995283,0.015190023884203336,0.009786746862640881,0.009612131635081823,0.01951149933556294,0.015584277845945328,0.01178730025869317,0.015830748821951495,0.022625733454171036,0.024728566933471148,0.020333614232146628,0.019764625047176992,0.011923830410196182,0.010149576436390346,0.0028644763522964554
7,1580,0.0024753004878258667,0.0,0.0002580384786543377,0.0,0.0007168997398484412,9.347093511632574e-06,0.003153678718583002,0.006719419903241026,0.01394036121978135,0.013197427471960413,0.012659391822132207,0.013482310768543955,0.01468424323442981,0.018968880629749697,0.017042032692747528,0.009104129587414215,0.007765945772266871,0.018185354772714133,0.025380396980920032,0.019759693781922556,0.025589556541199366,0.02584019314995992,0.022895536534785446,0.008603668458466175
8,1675,0.0012278880791495546,7.511230541316913e-05,0.005278513286705485,0.0,0.005165844828585732,0.0,0.0023246566067702777,0.0005976308589358051,0.0017797176262387307,0.00075218020118051,0.005803800100214188,0.008135802720063978,0.00680358300313817,0.011723803339016098,0.003930628170263343,0.010369484225074506,0.0013409119350878422,0.005810847545223806,0.010607258352302763,0.005289294477546534,0.007936180841513311,0.001970120478120179,0.001984796192908822,0.001773182457499636
9,1676,0.0024246382773982725,0.0005402756749448989,0.001287963761696926,0.0,0.0006873250680670288,0.00011731549654420561,0.0026302198746600944,0.005618628632483532,0.005674294000527569,0.006533013315386756,0.005714612540786952,0.00871950873392649,0.008589207942729583,0.020789258845009716,0.01091742241262985,0.011297618853231639,0.01344575479252922,0.02220833804248934,0.014555493340008446,0.01518283653711167,0.025218537557744492,0.03037734998216075,0.012948338327031999,0.00838483186582829
