,cellid,internet0,internet1,internet2,internet3,internet4,internet5,internet6,internet7,internet8,internet9,internet10,internet11,internet12,internet13,internet14,internet15,internet16,internet17,internet18,internet19,internet20,internet21,internet22,internet23,WHF
0,4379,0.0026117416020554300,0.002135300928196090,0.002021975433492850,0.001880048588087450,0.002498618978101890,0.0022676830035514000,0.0039519395973089000,0.006169883156135490,0.00814500286509535,0.006561727716039960,0.006932355526236560,0.0063821189319705200,0.0068833004112323600,0.007602480333779570,0.007050941743640890,0.006765927957579850,0.0074504454072038100,0.007284652881674150,0.007924040428505080,0.006238958676234220,0.006204426028002180,0.0049335764776977200,0.003753358639893260,0.0029992199768333700,1
1,4380,0.004585562846040100,0.0043226533040368400,0.003823603696081110,0.0034644611695372200,0.003535570917999700,0.0037937317691131200,0.005626800020379130,0.009853520448827470,0.011105559162163900,0.010861649517575500,0.01135099707356330,0.010743853986318600,0.010741766769917000,0.014513536384131700,0.011146525763693500,0.010659582407106900,0.011901099106275100,0.012378229772715300,0.012002176090690400,0.01167289996509730,0.01129073615224860,0.009539243933666510,0.007609095785268570,0.006437444292699440,2
2,4381,0.0027590420466907200,0.001791153200146840,0.001550729920105390,0.0015035138091719800,0.0014573661298454900,0.0018731311114508600,0.0025266355781516400,0.004436319060562110,0.007071399572866330,0.005814146853173760,0.006341439633739570,0.006612000279105620,0.005865782171870870,0.01059061745842740,0.00746659735279591,0.004917069083675900,0.006537078995080290,0.006398656891411960,0.005749012107918970,0.005491917509150930,0.005788615702697040,0.0054186724289535800,0.003545383189322800,0.0029898693157529900,1
3,4382,0.018385152435121500,0.010915793622961800,0.00923669068458528,0.009987570296146700,0.010010210450150900,0.01129573284836620,0.015509059323531200,0.022308462935794500,0.028090177304019900,0.02585111002341480,0.021600482746366600,0.024760720803087200,0.03010657674073200,0.024753118273551400,0.025776741156602500,0.022957769252031500,0.024248344472873000,0.026921382247305700,0.027912987939705200,0.02512241118022140,0.025596587236493800,0.026097321218331300,0.019648871735806100,0.01600490700861360,1
4,4383,0.01970523546419730,0.011278405824160300,0.009590810711560400,0.010274088018850500,0.010317827842076200,0.011454293537530200,0.015722310486907300,0.023660050207945900,0.030054693278270500,0.028134897999484200,0.023102515422259300,0.026505508133692700,0.034436408876438600,0.027254894872267100,0.027506189121275800,0.025269827842080200,0.026127439414352600,0.029436011625113100,0.02983746931291680,0.02682280733600340,0.027425740959936700,0.027898708201668500,0.021041085039296500,0.016934250284566100,1
5,4384,0.01200054972895840,0.008001920194703680,0.007043382332151810,0.0074453571035347700,0.007616418249903760,0.008420244018565200,0.011415152005423800,0.017411309314750300,0.021116435218451400,0.01982439380386850,0.017322736978971600,0.0189570820049249,0.021775594271556400,0.020274048434280400,0.02084249583632440,0.019328363052086500,0.020108904343614600,0.021794099845278,0.021987726540970200,0.020127219981699000,0.019491222110119400,0.01837271195358790,0.015456276148462000,0.011956524805955000,1
6,4385,0.007336093718234760,0.006750120382763440,0.0057955179659403800,0.006384844644984950,0.006587925231665310,0.007538059672949060,0.010668244499634900,0.01395052311323020,0.015157263033652100,0.013654030197599600,0.01357155578791940,0.01407982649863920,0.014695890581804400,0.014768946693916600,0.015401117492141500,0.01373836317175820,0.014734718067446400,0.015037254822017900,0.015763876283221600,0.014638831060718800,0.013604559503817500,0.012327131234912400,0.01159989312756620,0.009003163484662310,1
7,4386,0.003524532760891070,0.0035231622083758300,0.0030164799993326900,0.0033152847460997900,0.003364244911038990,0.0038757683862174700,0.005476242302553300,0.007086287809296980,0.007228926506396230,0.006277117615352140,0.00611194531917312,0.005822904168268870,0.006016858929331730,0.006732222170586020,0.006826558567679910,0.006051503995374470,0.006408240139165030,0.0068317990008398200,0.006624884082864000,0.007031850042963360,0.007174730255912160,0.006293763714219570,0.006223916428448760,0.004867217092987400,1
8,4387,0.0035643713790535700,0.003497477747167160,0.003030488434830360,0.0030535314137734400,0.0029942594887214900,0.0034187437474539100,0.004794432658577620,0.007306866292178150,0.0076308258579741000,0.006004402174223160,0.004976900957235670,0.003786224938901770,0.004530023094130850,0.006441194578230740,0.006336615201163540,0.006197922994529250,0.006113087666475540,0.007062800634230970,0.005588070366576730,0.0075429358216800700,0.008336902898376150,0.006714765412522540,0.007265212377057160,0.0051692285356955000,1
9,4388,0.002966981935688330,0.002673027473652540,0.0023936874334573600,0.00232517215231677,0.002395626973799100,0.002496139468312440,0.0029296429845882600,0.004182155201235610,0.004207837741512410,0.0036398594094247300,0.0036812563235695500,0.0027784149878774000,0.002773356838821780,0.003997397544042280,0.005866400349007110,0.004888225262227950,0.005601987403577010,0.005361224361570610,0.004987628042717170,0.005035540362466830,0.004521234178633740,0.004987462069278520,0.004373796601354370,0.0037822267017432000,1
10,4389,0.0017502453965096100,0.0014742785286234000,0.0014221529278696900,0.0013992716435114700,0.001467560531518820,0.0015776322777879700,0.001940511288048330,0.0027396691498591000,0.00271973905108554,0.002618465680922420,0.002749781072223850,0.0023249549926094100,0.002249959335087430,0.0028187452833289900,0.003535648703142940,0.002796502794213600,0.0031583518538869600,0.0031178767842773000,0.002998071329041110,0.0028861979241739600,0.002484835894359620,0.0029249861556995600,0.003474247385162890,0.0028236737441158800,1
11,4390,0.0048134443081876300,0.004405807743777420,0.004132648522853490,0.004065896862227870,0.004273341641926640,0.004590473100889890,0.0062555584888119200,0.008118277912128940,0.007537439812499540,0.007433931316760680,0.0067964581348453200,0.006875891631291230,0.007381757874961420,0.00753448304366632,0.007079119357295250,0.0067967467703637800,0.007469665218775190,0.008620905810825920,0.008429132088971680,0.007696027720924240,0.007246632246788280,0.007319049558648900,0.008220610758673810,0.006529315568305180,1
12,4391,0.004551827006291760,0.0040388500060449800,0.003820585545921500,0.0039186064644433500,0.004034030067908320,0.004345718181105260,0.005917813969611040,0.007340156021579680,0.006885600094606570,0.009924882121763150,0.005664866215174,0.006277601961571760,0.006709502218000530,0.006762105623260930,0.006459416086308730,0.006398146534858530,0.007094697318586930,0.012584684474562400,0.009192287629713530,0.007395481866219520,0.007065637498259330,0.007489201245051130,0.008309585466723250,0.005872025247958210,1
