,cellid,internet0,internet1,internet2,internet3,internet4,internet5,internet6,internet7,internet8,internet9,internet10,internet11,internet12,internet13,internet14,internet15,internet16,internet17,internet18,internet19,internet20,internet21,internet22,internet23,WHF
0,4379,0.0027078577214680800,0.0022314629611517500,0.002118148387377940,0.0019762352191514100,0.002594745998893760,0.0023638322791367400,0.004047926564779500,0.006265656385248770,0.008240585756253280,0.0066574631839522400,0.007028055277559470,0.006477871708387470,0.00697900488988914,0.007698115506644210,0.007146630067070060,0.00686164374716261,0.007546095231340950,0.007380318682873420,0.008019644613328500,0.006334725248691110,0.006300195928294650,0.005029468846974670,0.0038493647441752800,0.0030952987558046900,1
1,4380,0.004681488752627610,0.004418604546640420,0.003919603031001090,0.0035604951142349700,0.0036315980100069200,0.0038897339827252100,0.005722625585223350,0.009948938693892250,0.011200856751003400,0.01095697061145250,0.011446271010089400,0.010839186431892700,0.010837099416631500,0.01460850555367920,0.011241819404671400,0.010754922973748300,0.01199632003067450,0.012473404717078700,0.012097387274522500,0.01176814288054760,0.011386015895987600,0.009634692464869920,0.0077047303206166600,0.006533191737532700,2
2,4381,0.0028551439710825100,0.0018873483978644200,0.0016469482868872700,0.0015997367260669300,0.0015535934938911100,0.0019693184091368800,0.0026227598990451900,0.004532259349445970,0.0071670859248193600,0.005909954363814510,0.006437196330331300,0.006707730902361230,0.005961584706529180,0.010685964671069700,0.007562245620405470,0.005012963043734210,0.006632816838335760,0.006494408074102030,0.005844825895452290,0.005587756072326990,0.0058844256737187800,0.005514518050597410,0.003641409335742950,0.0030859489958270200,1
3,4382,0.01847974850551980,0.01101110949909010,0.00933216837218187,0.010082975623121600,0.010105613595343800,0.011391012110584400,0.015603932556716000,0.02240268092536270,0.02818383812245250,0.0259449866158514,0.021694768962433200,0.024854702473942000,0.03020004324317230,0.02484710067704530,0.025870624915803700,0.023051924669373800,0.024342375520311300,0.02701515569995500,0.028006665833488300,0.025216357995767600,0.02569048835673330,0.02619117408393490,0.019743346024346400,0.01609973245804430,1
4,4383,0.019799704321088600,0.011373686756145900,0.009686254273386500,0.010369465734740800,0.010413201342855600,0.011549557519602600,0.01581716316954500,0.02375413794801250,0.030148164780606400,0.028228554508281400,0.02319665689073060,0.026599321663218400,0.034529458122450300,0.02734863618503600,0.027599906217369000,0.025363760451406100,0.026221289377531700,0.02952954274844320,0.029930961748649900,0.02691659028810070,0.02751946580864280,0.027992387471558600,0.02113542516329350,0.017028986175223000,1
5,4384,0.012095761069519400,0.0080975168744248,0.007139071384064890,0.00754100741802057,0.007712052079601980,0.008515800385336710,0.011510419759479800,0.01750599923227460,0.021210768081116800,0.019918851177731900,0.017417435432017700,0.019051622959724600,0.0218698636125093,0.02036846247591310,0.0209368550979274,0.019422868227345900,0.020203334299821200,0.021888367402889400,0.022081975439201500,0.02022164817286770,0.019585711591008500,0.018467309222848000,0.015551154468245600,0.01205174038910130,1
6,4385,0.007431754562193410,0.006845837695687530,0.005891327271806150,0.006480597158730920,0.00668365817498045,0.0076337010538915300,0.01076358423152940,0.014045546539132000,0.01525217016867390,0.013749082195873500,0.013666615734071400,0.014174837463857300,0.014790842178277700,0.014863891250132500,0.015496001127443900,0.013833407043048400,0.014829665922200000,0.015132173521967900,0.015858724960254700,0.014733788155893000,0.013699616269473700,0.0124223111035298,0.011695143078525400,0.009098663676763090,1
7,4386,0.0036205609166212900,0.0036191904961831900,0.0031125571149934900,0.003411333066602360,0.003460288513357820,0.0039717626941406600,0.00557208237631465,0.007181972726503310,0.007324597677824090,0.006372880510515730,0.00620772413162871,0.005918710834986370,0.006112646905054200,0.006827941208321560,0.006922268514423730,0.006147288632427900,0.0065039903983385300,0.006927508442574590,0.006720613464535690,0.007127540206217870,0.007270406650113850,0.006389525005235110,0.006319684450494080,0.004963115857172730,1
8,4387,0.0036603956956235100,0.0035935085101297200,0.0031265642005289500,0.003149604958870680,0.003090338745724170,0.003514782097839380,0.004890338436839300,0.007402529952719770,0.0077264582992427300,0.006100191350375810,0.005072789151427520,0.0038822278759306200,0.004625954352962460,0.006536941661657210,0.0064323723626752500,0.006293693521504800,0.006208866368845630,0.007158487814844860,0.005683899663712760,0.00763857673271878,0.008432467296548670,0.006810486132527580,0.00736088005169524,0.0052650981957003500,1
9,4388,0.0030630638213689800,0.0027691376870801200,0.002489824566272090,0.0024213158877989000,0.0024917639197045800,0.0025922667280492200,0.003025728468541760,0.004278119983333270,0.004303800048639970,0.0037358764513787100,0.0037772693761936900,0.0028745150453413300,0.0028694573837284500,0.004093380130830230,0.005962202824093050,0.004984122001902090,0.005697815359558700,0.00545707551935872,0.005083515203163320,0.005131422905707780,0.004617166284433880,0.005083349245719160,0.004469742915390530,0.003878230024073400,1
10,4389,0.0018464445364225100,0.001570504262858230,0.0015183836853343700,0.0014955046059953400,0.0015637869131523000,0.001673848052048630,0.002036692092454480,0.0028357729411744800,0.002815844763020840,0.002714581152350330,0.002845883889075450,0.002421098749018750,0.002346110318663830,0.002914841454250790,0.0036316757876541800,0.0028926011085952900,0.0032544152976682300,0.0032139441285522800,0.003094150218705100,0.0029822875948326600,0.0025809642433970400,0.003021072088421450,0.003570280386784500,0.0029197694400927200,1
11,4390,0.004909348254338320,0.0045017509729699700,0.004228618075801190,0.004161872847886730,0.00436929763658696,0.004686398534286910,0.006351323461581260,0.008213863378711980,0.007633081253176600,0.007529582732324500,0.006892170982301840,0.00697159682391588,0.007477414318365430,0.007630124769280710,0.007174804965309580,0.006892459590005130,0.007565313190741230,0.008716442840260520,0.008524687599219340,0.007791653878832310,0.007342301711952770,0.007414712045115840,0.008316186363664830,0.006625054159705060,1
12,4391,0.004647756163928180,0.004134828598150060,0.003916585171694000,0.004014596644154870,0.004130009124500280,0.004441667200997210,0.006013611490079100,0.007435816474063070,0.006981304351647910,0.010020293489860000,0.005760688111662500,0.006373364810059970,0.0068052234452080900,0.006857821781193670,0.006555161413768420,0.006493897766730540,0.007190381425387290,0.012679839523338800,0.009287769596335160,0.007491136987072580,0.007161324405490860,0.007584847334373150,0.008405152497416750,0.005967827180984970,1
13,4392,0.00972470832640918,0.008447347332032310,0.007812138949679850,0.007636986241198440,0.008080287944635560,0.008855450854837720,0.012563427145645000,0.016879326994671900,0.017695341528005800,0.01898575179230660,0.01429289339156620,0.016064071581455900,0.017048583997995100,0.017487952744192400,0.016133749301453100,0.015376478260810600,0.019352425777567000,0.025106020504003700,0.02537386344034250,0.018827137971259200,0.016836030510324800,0.01865554909385480,0.016191107931932200,0.012141855435872000,1
14,4393,0.012205134943494700,0.00922438280032817,0.008195731357548030,0.007510169333167140,0.008045432539145780,0.008791270757974130,0.012752210456148000,0.02234472057304030,0.02974806907018980,0.022139116349410800,0.025773314167480600,0.027346497414014400,0.027160976029427200,0.031613798819149400,0.02864410122337360,0.0265630776038236,0.037437790640600400,0.03339505029871610,0.05022679657805140,0.03298678217831000,0.026530587262266300,0.032753649888309900,0.019996917191416700,0.01760951509487980,1
15,4496,0.005338123894717240,0.0053989545567206900,0.006140781615904960,0.0038320064511028900,0.004410058016420140,0.004319814268909470,0.007118062491868880,0.013156224392750300,0.015554903154156500,0.015823532491568100,0.01815522803949270,0.016824233958828600,0.018614043654678600,0.016239451830612600,0.019105763775273000,0.021325023678761100,0.018252703180514800,0.019927989732140100,0.018563966451155200,0.017431328901635800,0.012975240364448400,0.012197652546644300,0.010877942811800200,0.008578784198038370,1
16,4497,0.006795267013478140,0.006709557008537210,0.005687354864083270,0.005306588182447270,0.005350189614073720,0.006003887200855560,0.008499609298029560,0.013263646270440600,0.015736583261578000,0.014091469339988500,0.013962930109125700,0.01286017549542000,0.013499357602494300,0.014579836307493000,0.012886363203579600,0.01310943233938670,0.014743015750563700,0.017995878678739800,0.015510932587636700,0.014918247168210800,0.01662227496906810,0.01643748759927930,0.00929006286501474,0.008210576397748030,1
17,4498,0.009095950426098160,0.00804231709003525,0.006895621413650280,0.006490645450510480,0.006314740602629200,0.0076454837880638200,0.0111423248193325,0.015965411140359900,0.020174657640489000,0.016456011484694400,0.016516001194684300,0.015073744081017100,0.016832874497871200,0.017656728303489300,0.015831787316613100,0.015222349467494500,0.018185520344370700,0.02097411971381430,0.01854445231310760,0.018524047147450400,0.020689879569077600,0.020745806393495600,0.012029826716205700,0.010497885694196900,1
18,4499,0.01800598866646810,0.010983599320343200,0.009571510777856410,0.009993705461739060,0.009992368352999230,0.01160851422194800,0.015936711920141200,0.02372720897324400,0.029076685448955400,0.027521010164302300,0.022463207170501500,0.02506983261880340,0.030047135825898000,0.027488300380489300,0.026590113597778500,0.024380699323577400,0.02568063624638700,0.02889147174762540,0.029385047753008900,0.02840253843045380,0.0302006682600804,0.028600976480908600,0.022471463682695000,0.01700368367846120,0
19,4500,0.031028595671773000,0.022278043781961900,0.019488096837108000,0.01939755596663420,0.019643964109525100,0.02128168741847780,0.02909313341097300,0.04529151822353200,0.05578512987617990,0.052063178841334400,0.048785955982359200,0.050522587598857400,0.058224019860203700,0.05148553854579240,0.055120735597477200,0.054403480064146600,0.05042251322542740,0.05609847207278850,0.053892431915092400,0.052982818515231400,0.04567649588132410,0.04397964589615730,0.038846531512394900,0.030413781259033200,1
20,4501,0.011318519151596800,0.008911315384608930,0.008007226265410610,0.008065038699800200,0.008583156092977820,0.009088594511267890,0.012203515539454200,0.019465373847384600,0.021917461332298300,0.0210863834935375,0.01891588650472790,0.01905588282729320,0.02481723494712840,0.025229744177531500,0.022427389530982800,0.021225428262434000,0.021628532603355800,0.02391409365048990,0.02469100190605110,0.02338648508461840,0.022280177442686600,0.019154425142856900,0.017501844545402,0.013266434267797100,2
21,4502,0.009505786913309220,0.006265640792530360,0.0055341004276819500,0.0058372822429954800,0.005924000665630290,0.006329463346947240,0.008448043098723970,0.012694422321129400,0.014968041002971000,0.013560956397585500,0.01171624740312260,0.012769488006632500,0.01511451144502850,0.01278110668968300,0.013362042001600000,0.012183455341523000,0.012797566893162600,0.014297069721801300,0.014410897272206200,0.013171189736512800,0.012874724247573300,0.012898916284670700,0.009935692044883560,0.008474168288106950,2
22,4503,0.011132276990961400,0.006454971233847240,0.005783711730594220,0.0059147130196214300,0.005994580922943720,0.006448684751751520,0.008565438989487100,0.014143302408008800,0.017429286837483900,0.015756239777368800,0.013346185377409700,0.014785016731343000,0.018392398683331700,0.015292028445950600,0.015764843082138800,0.014595094683726500,0.014994019410189800,0.016588777418269400,0.016591065241937500,0.015240265545349100,0.015118967015952200,0.01535294526942330,0.012283198558838700,0.00984569510624137,2
23,4504,0.0021533172057529800,0.001991084477633520,0.0017881772646485200,0.001790030037996970,0.0017997148969348900,0.0019055344639129500,0.002698439796189340,0.00398061060984048,0.0039565936286936100,0.003571026446409500,0.0036658684573050400,0.003164571342381100,0.0032674962768165600,0.0040010371986445900,0.0038961521112305400,0.003672019297429790,0.003525895915563020,0.0037269453495238800,0.0034808966871468600,0.003848263770319380,0.003962995681277360,0.0035903137087511300,0.003987775735969650,0.002986632364464800,2
24,4505,0.0029529258548016500,0.002701555900053250,0.0024284629727700800,0.002356448129229680,0.002421775896815380,0.0024878922473613500,0.0028866546575989500,0.004033489851865780,0.003956627826675250,0.003566965699978060,0.0036113833855654200,0.0028347530735034100,0.0028373798435207500,0.0038805159955087800,0.005477768271258790,0.004718052156325310,0.005394826565709850,0.005116426871593700,0.004919316791086470,0.004800991235613360,0.004255192671021250,0.004744557552604620,0.004140684156522310,0.003663082971195170,1
25,4506,0.003012920488915480,0.002670279359718140,0.002451977485753490,0.002314808386133620,0.002343808808813010,0.0025528963910582900,0.0031718772421805200,0.004733702489793270,0.004266239408877430,0.004494360960219410,0.004014507682861330,0.00355937213100182,0.003753990784740970,0.004437492090133620,0.004108785512940480,0.004276541558888610,0.005541876632727180,0.0064508909857628200,0.005136322312569080,0.007373231273118670,0.004953764055879000,0.01082166174404390,0.00535432281086447,0.004691100398616360,2
26,4507,0.005558188793913270,0.004838261168691520,0.004491860756387750,0.004413496171539880,0.00459851134114434,0.0050306771470510000,0.006624460985642060,0.010258975381646000,0.00930389079768597,0.009722362142396060,0.008146524402236600,0.00797497858414611,0.008294356493462790,0.009070393923980500,0.008228107711674070,0.008228638315898220,0.009328058164421000,0.011495971748332200,0.0104606629344785,0.00963129770378523,0.008840071505856890,0.009282198805744270,0.009076801792325440,0.007276950279347650,1
27,4508,0.00680528434072684,0.006167043099389340,0.005770822965846030,0.005779781459151080,0.006059405882774060,0.006610229302224680,0.009324617646557740,0.011475854303201100,0.010571702039664900,0.014687433892144700,0.00851445377585042,0.009749827097646550,0.010626859986030700,0.010205823964064800,0.009511389093407040,0.009388660808901130,0.010439358773912600,0.018181111042590600,0.013583526770205100,0.011141833692297100,0.010608055963484700,0.010966581549731600,0.012070188777215500,0.008185639513277820,2
28,4509,0.010305177460512300,0.008887525215482420,0.008181964880059620,0.00797009137950428,0.008452171906111950,0.009275531543859290,0.01317616174245010,0.017983242476366100,0.019147963017377000,0.019739957763776800,0.015530155716357000,0.017399123573403200,0.018390229222506900,0.01900071683561870,0.017507025612038600,0.01660769389977710,0.021176341058971900,0.02634474749972690,0.027691866212854600,0.02036253941054810,0.018096010258042800,0.02023690024953130,0.01704744917719280,0.012940071682955900,1
29,4510,0.009725985633321620,0.007912327685248330,0.0072391996913512200,0.006796914678277750,0.007133440024587180,0.007667147856324590,0.010925373599636300,0.017037422791143700,0.021132184391392200,0.016492682339467400,0.01832495467902640,0.019487885995788500,0.020133668310573900,0.022245874536989800,0.02049856257950900,0.01943202236773130,0.02572751288847400,0.023462459721539100,0.03357191343404630,0.023517673707010600,0.01926127760400660,0.022798371008109200,0.015509017811843200,0.013646676373267600,1
30,4613,0.01440381251391970,0.014735297913886300,0.013952283024054900,0.009466167765609400,0.01066467528811630,0.010331674853659000,0.01460365768337530,0.02669438040298110,0.031911560488252900,0.03435448934019400,0.04092174038124060,0.03973054651121970,0.04369378792905000,0.04040458253756520,0.04057010684036000,0.04366105086239040,0.0367409210377513,0.04583657944730830,0.03916632963047680,0.03693583219881520,0.0306436542486758,0.03154766616802010,0.026517887067874300,0.019787787358611900,2
31,4614,0.0068162019634048800,0.0066451926217036000,0.005541583939212940,0.004984138152361330,0.0050941956552599800,0.005449036256626920,0.008593762200829130,0.014000330517342000,0.015692427512354400,0.01552640175844440,0.015348537900307600,0.015029732696283500,0.015583450824545600,0.01696535175206880,0.015301291831108300,0.015410408450767400,0.016447279312437800,0.018635482755053800,0.016727920873977600,0.01642467260929050,0.01677181282245000,0.014611121608175400,0.010117994717594000,0.008453780887678300,2
32,4615,0.008909642671574620,0.008429595081549730,0.0066652857351539500,0.005975680145750110,0.006162475467549390,0.0070265046898483400,0.011119631215558500,0.017504725914660900,0.021146601526086000,0.01794602287896420,0.016865384631153900,0.017498304751536600,0.01830604173851860,0.02133870503353260,0.019680916608636600,0.018107575603501800,0.020727859086813600,0.021159618057203600,0.019071968377694000,0.020045487023296800,0.019880246325702100,0.017009928102273600,0.013870447073145800,0.010244601610943400,0
33,4616,0.010832852324720400,0.00837046573838508,0.0077108124478809400,0.0075741532573150500,0.01020796722854660,0.009294750999389520,0.013881269460585200,0.023150610277150400,0.029118633984211300,0.024313204116933200,0.021612604848419700,0.022533195947427600,0.02369726509337770,0.029351992124094000,0.026557120181678600,0.02465873738647950,0.02606775480113540,0.025466016669901100,0.02891046874212610,0.026248621485593700,0.02587114784183590,0.01942669435360460,0.020972460077455600,0.012690297950845500,0
